generations ; different number of genome ; average fitness ; variance Fitness ; first quartile Fitness ; median fitness ; third quartile fitness, average match ; variance match ;first quartile match ; median Match ; third quartile match ; agent alive; average genome's age; variance genome's age; first quartile genome's age; median genome's age ; third quartile genome's age ; yougest genome ;oldest genome 
0 ; 400;2359.96;8.4286e+06;283.321;2251.53;4267.12;9.21315;2.67732;8.06452;9.06452;10.2258;400;1;0;1;1;1;1;1;9.69656;115.345;0.00454645;10.8261;14.1665
1 ; 400;2262.98;7.87942e+06;272.459;2221.63;4064.13;9.29859;2.56671;8.15625;9.09375;10.3125;400;1;0;1;1;1;1;1;-0.692787;59.9101;-5.84894;-0.651;3.96309
2 ; 400;2165.16;7.41857e+06;259.039;2166.08;3916.71;9.26826;2.46984;8.15152;9.09091;10.2727;400;1;0;1;1;1;1;1;-0.933997;61.078;-5.99244;-0.148094;3.493
3 ; 400;2072.2;7.09879e+06;295.242;2010.88;3865.76;9.21449;2.38525;8.11765;9.05882;10.1765;400;1;0;1;1;1;1;1;-0.932985;66.6406;-5.908;-0.455;3.61113
4 ; 400;1988.12;6.91979e+06;274.2;1887.53;3781.13;9.13193;2.32256;8.08571;8.97143;10.0571;400;1;0;1;1;1;1;1;-0.595548;68.0621;-5.58688;-0.378;4.02391
5 ; 400;1909.05;6.86299e+06;196.317;1823.43;3779.68;9.0409;2.31043;7.97222;8.86111;10.0556;400;1;0;1;1;1;1;1;-0.881568;68.9341;-6.56775;-0.510781;4.02391
6 ; 400;1831.38;6.90317e+06;154.326;1760.73;3651.97;8.93764;2.28157;7.83784;8.81081;9.94595;400;1;0;1;1;1;1;1;-1.043;67.6644;-6.454;-0.443406;3.57
7 ; 400;1753.23;7.01442e+06;71.1774;1653.31;3535.02;8.82789;2.24737;7.71053;8.71053;9.78947;400;1;0;1;1;1;1;1;-1.01582;71.4021;-6.64213;-0.455;4.12869
8 ; 400;1682.5;7.15786e+06;-0.673118;1601.68;3504.83;8.71853;2.19495;7.64103;8.58974;9.66667;400;1;0;1;1;1;1;1;-1.05682;69.719;-6.706;-0.455;3.864
9 ; 400;1617.3;7.34192e+06;-126.949;1513.07;3466.56;8.62819;2.19207;7.55;8.5;9.575;400;1;0;1;1;1;1;1;-0.949024;69.9345;-6.19937;-0.343;4.02391
10 ; 213;1553.98;7.56138e+06;-257.197;1432.31;3434.83;8.54183;2.17525;7.43902;8.41463;9.5122;382;1;0;1;1;1;1;1;-122.627;2.33392e+06;-4.07604;1.45148;7.10518
11 ; 125;1546.89;7.23811e+06;-249.88;1383.68;3406.66;8.59149;2.11074;7.47619;8.47619;9.54762;382;1;0;1;1;1;1;1;2.76267;58.0518;-1.63207;2.3599;7.58739
12 ; 91;1572.72;6.92366e+06;-203.706;1381.1;3391.56;8.63477;2.08505;7.53488;8.53488;9.53488;382;1;0;1;1;1;1;1;2.83419;51.8563;-1.66596;2.12452;7.71391
13 ; 76;1606.2;6.60023e+06;-146.504;1446.19;3302.97;8.66892;2.04894;7.56818;8.56818;9.59091;382;1;0;1;1;1;1;1;3.44224;60.1972;-0.804724;2.83342;8.05095
14 ; 63;1634.81;6.31811e+06;-161.139;1559.53;3316.2;8.70706;1.98469;7.68889;8.6;9.62222;382;1;0;1;1;1;1;1;4.13674;60.3444;-0.000546634;4.05895;9.25746
15 ; 56;1677.98;6.12128e+06;-53.2779;1600.16;3318.54;8.76027;1.91579;7.78261;8.65217;9.63043;382;1;0;1;1;1;1;1;4.6632;61.972;-0.000304759;5.19271;9.48243
16 ; 52;1735.62;5.90404e+06;66.9708;1719.16;3367.82;8.81479;1.8794;7.82979;8.74468;9.6383;382;1;0;1;1;1;1;1;4.65146;66.7133;-0.00121847;3.86323;9.71159
17 ; 49;1785.3;5.63375e+06;124.491;1700.98;3393.66;8.8501;1.82433;7.89583;8.72917;9.6875;382;1;0;1;1;1;1;1;4.93967;59.7458;0;4.27652;8.82638
18 ; 46;1839.67;5.46811e+06;241.774;1790.07;3384.13;8.90597;1.78651;7.91837;8.77551;9.77551;382;1;0;1;1;1;1;1;5.23124;58.5967;0;4.60271;10.302
19 ; 43;1896.72;5.25735e+06;341.659;1852.06;3391.99;8.96565;1.75528;8;8.88;9.82;382;1;0;1;1;1;1;1;6.10601;74.4518;0;5.92331;11.2589
20 ; 27;1964.92;5.04219e+06;401.997;1940.55;3433.65;9.03544;1.72064;8.15686;8.90196;9.86275;399;1;0;1;1;1;1;1;3.81476;3506.81;0.000778924;6.34503;11.9896
21 ; 22;2039.33;4.94306e+06;458.181;2078.59;3485.02;9.11644;1.6965;8.26923;9;9.98077;399;1;0;1;1;1;1;1;7.09967;73.3565;0.327556;6.42806;11.9281
22 ; 18;2103.47;4.72407e+06;590.008;2118.25;3478.33;9.19934;1.62902;8.35849;9.07547;10.0189;399;1;0;1;1;1;1;1;6.44116;65.6468;0.00235132;5.94538;11.2948
23 ; 17;2178.2;4.57138e+06;689.197;2171.56;3476.48;9.27787;1.59894;8.44444;9.16667;10.0926;399;1;0;1;1;1;1;1;6.75149;89.4707;0.000195666;6.25587;12.1668
