fitness max,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21062.1,21303.7,21385.1,21425.1,21436,21445.2,21869.6,22524.3,23032.6,23439.1,21218.2,19495.1,17988,16726.8,16678.7,15644.4,14541.5,13740.8,13477.4,12854.6,12929.7,13217.8,13003,12704.1,12720,12326.9,11923.1,11851.9,11448.1,11080.8,11560.1,11599.6,11556.5,11249.2,10800.3,10697.6,10825.7,10853.1,10569.5,10521.5,10391.6,10512.9,10411.4,10337.2,10453.1,10285.7,10296.2,10236.8,10094,10132.7,9973.39,10378.5,10526.6,10382.2,10213.6,10267,10095.6,10190.5,10296.6,10166.9,10340.2,10567.1,10428.6,10291.3,10169.3,10059,9919.74,9998.15,9887.91,9802.04,10077.2,10181.2,10108.2,9743.35,10122.9,10033.5,9915.44,9795.09,9872.08,9949.64,9899.35,9898.63,9787.17,9801.63,10182.1,9977,9902.08,9821.79,9882.68,9852.69,9965.9,9887.89,9973.28,9926.1,10011.3,9935.81,9929.26,9730.1,9553.29,9612.02
10078.3,10009.2,9964.42,9815.86,9603.24,9634.32,9605.54,9761,9496.55,9663.2,9362.8,9211.08,9079.68,9035.22,9031.28,8945.31,8895.67,8867.1,8960.33,8837.95,8737.44,8747.95,8637.53,8523.82,8565.58,8626.85,8589.04,8692.95,8767.51,8786.1,8762.34,8738.4,8886.87,8765.86,8884.72,8860.37,8821.07,8698.38,8640.3,8601.83,8683.92,8732.32,8639.36,8681.64,8612.39,8525.82,8530.09,8633.54,8574.47,8726.83,8784.07,8718.21,8786.84,8862.66,8956.26,8914.34,8873.62,8921.26,8848.6,8783.18,8812.22,8743.24,8666.44,8593.02,8533.25,8499.17,8498.47,8560.52,8579.02,8611.33,8588.33,8518.08,8469.04,8416.32,8491.66,8440.76,8479.02,8526.19,8481.32,8548.28,8615.97,8697.16,8767.95,8710.68,8749.55,8700.1,8776.74,8826.99,8815.78,8873.98,8844.72,8808.18,8772.85,8833.01,8791.48,8867.11,8919.22,8870.84,8899.1,8846.01
8523.42,8517.2,8592.3,8651.59,8703.75,8754.62,8804.26,8852.69,8891.19,8900.67,8709.88,8704.17,8615.29,8598.28,8535.51,8404.01,8341.47,8238.03,8268.01,8365.97,8299.46,8205.9,8116.22,8159.14,8250.39,8185.77,8122.46,8062.93,8003.09,8072.17,8017.82,7949.4,8002.13,7939.06,8046.5,7981.21,8034.07,7990.88,7936.5,8030.65,7889.12,7823.16,7758.74,7711.79,7651.36,7723.23,7756.94,7723.17,7693.34,7786.09,7728.48,7671.89,7762.87,7837.58,7965.77,7919.42,7918.37,7965.16,8016.03,8093.74,8063.56,8030.93,8105.18,8184.82,8221.92,8259.3,8211.03,8157.32,8188.76,8143.38,8182,8125.18,8074.37,8140.28,8017.41,8111.89,8061.96,8019,7969.47,8007.05,7961.05,7921.51,7968.47,8033.38,7996.95,7914.33,7888.51,7858.53,7862.1,7829.8,7847.48,7842.72,7845.12,7847.07,7819.11,7863.99,7853.44,7813.17,7896.09,7857.25
8573.22,8437.84,8345.77,8256.6,8168.9,8080.55,8041.32,8052.77,8063.96,8133.08,8088.31,8078.53,8028.12,8028.5,7977.73,8023.37,7926.53,7963.13,7923.69,7916.61,7866.32,7785.83,7715.49,7697.38,7746.31,7664.68,7612.33,7677.52,7628.02,7605.11,7598.1,7537.61,7589.5,7532.24,7530.94,7535.35,7591.74,7576.05,7541.39,7713.3,7710.41,7717.24,7762.91,7709.15,7663.69,7724.95,7717.09,7693.33,7780.49,7747.68,7814.91,7746.12,7718.57,7670.11,7710.94,7665.09,7619.03,7668.52,7716.35,7744.15,7896.25,7895.08,7863.5,7834.99,7728.3,7774.62,7837.73,7850.78,7848.69,7824.28,7929.17,7989.05,7944.88,7898.8,7945.68,8083.29,8068.62,8019.93,7974.33,8011.98,7957.24,8023.22,7986.46,8023.13,7983.17,7939.36,7962.4,7996.71,7882.52,7778.77,7734.98,7777.87,7798.26,7761.78,7815.76,7851.99,7804.55,7772.06,7779.1,7746.72
8078.68,8101.94,7987.57,7942.67,7945.49,7997.73,8095.66,8207.02,8300.86,8315.27,8296.72,8254.88,8219.02,8161.02,8170.41,8128.98,8129.92,7972.95,7900.81,7869.99,7801.25,7867.97,7783.45,7755.86,7716.96,7664.76,7687.09,7694.17,7623.44,7672.61,7604.44,7570.74,7768.19,7787.08,7768.91,7804.6,7804.12,7765.13,7731.93,7682.53,7709.98,7695.33,7708.23,7728.53,7766.99,7724.27,7715.69,7591.42,7661.84,7655.12,7708.14,7689.49,7693.18,7645.66,7718.45,7712.05,7750.43,7777.07,7851.3,7875.16,7847.1,7798.74,7857.45,7916.24,7899.75,7929.66,7918.41,7870.87,7953.12,7913.8,7898.52,7928.42,7880.73,7882.45,7857.15,7981.67,8020.7,7986.09,7952.45,7919.56,7986.11,7998.65,8091.64,8105.72,8080.51,8089.6,8102.87,8069.35,8105.19,8133.48,8167.57,8225.18,8199.69,8185.02,8241.27,8313.1,8295.05,8270.93,8321.67,8302.54
7906.79,7871.09,7844.47,7861.22,7879.38,7982.85,8100.4,8215.66,8328.75,8439.69,8535.8,8429.09,8389.56,8431.66,8286.44,8204.6,8188.97,8240.87,8183.82,8025.62,8037.94,8088,8145.52,8141.96,8038.9,7986.51,7934.47,7874.41,7830,7796.06,7899.52,7775.82,7862.6,8073.88,8143.8,8048.39,8049.76,8024.02,8014.32,8074.3,8023.69,7998.82,7945.45,7891.58,7847.28,7802.52,7813.06,7901.9,7860.09,7723.54,7790.22,7827.51,7818.72,7799.17,7758.85,7665.91,7653.12,7619.45,7715.76,7794.36,7756.32,7779.18,7759.43,7853.67,7901.35,7847.29,7801.92,7842.3,7797.6,7758.74,7715.02,7796.81,7848.39,7810.63,7855.18,7751.47,7815.12,7848.35,7891.29,7932.08,7909.37,7872.15,7838.94,7798.69,7847.61,7887.24,7920.83,7884.27,7844.27,7819.38,7871.53,7834.87,7807.15,7782.62,7794.14,7825.58,7853.32,7831.83,7873.77,7977.07
7853.01,7840.98,7861.87,7849.6,7752.66,7660.68,7569.2,7528.92,7503.83,7479.34,7363.46,7311,7347.58,7308.53,7240.74,7253.45,7197.05,7259.61,7196.46,7263.26,7315.48,7351.25,7303.53,7324.08,7363.52,7326.89,7273.23,7232.39,7183.64,7136.29,7104.08,7049,7004.45,7086.61,7058.68,7013.66,7053.78,7025.29,7097.15,7061.13,7044.16,7103.34,7096.1,7155.37,7129.87,7211.23,7213.76,7224.38,7297.51,7250.39,7319.85,7306.55,7353.95,7372.47,7357.68,7278.56,7227.23,7262.64,7243.73,7234.78,7334.99,7402.53,7426.44,7375.17,7392.33,7374.09,7471.71,7462.47,7450.02,7527.97,7602.52,7648.6,7615.08,7665.77,7640.54,7706.59,7752.86,7841.06,7762.95,7737.57,7761.52,7780.2,7751.37,7719.02,7785.17,7749.31,7801.57,7855.31,7886.62,7919.16,7944.52,8075.02,8059.31,8093.81,8066.22,8119.76,8082.19,8119.77,8081.74,8136.02
7799.07,7770.7,7765.36,7741.27,7710.02,7669.77,7621.08,7575.9,7531.55,7489.36,7421.15,7308.24,7286.86,7307.12,7240.62,7201.38,7248.38,7263.43,7269.98,7209.46,7277.53,7334.72,7271.18,7239.61,7201.97,7204.62,7184.48,7149.28,7299.84,7437.2,7439.54,7404.22,7435.09,7370.08,7287.84,7268.87,7315.71,7334.33,7377.62,7382.11,7352.24,7287.49,7255.79,7248.81,7390.26,7508.2,7450.54,7444.89,7487.76,7457.75,7415.05,7396.96,7466.93,7475.19,7534.03,7575.25,7567.93,7584.97,7579.9,7653.55,7601.49,7641.27,7700.76,7758.3,7784.37,7863.11,7818.73,7885.78,7839.61,7717.52,7675.29,7717.06,7673.87,7737.51,7849.07,7753.04,7804.42,7763.53,7738.56,7773.37,7823.59,7886.3,7865.63,7829.64,7866.61,7922.72,7881.02,7922.5,7976.86,7936.57,7894.45,7853.29,7858.02,7862.93,7889.09,7865.79,7925.59,7993.13,8099.57,8156.76
7773.19,7695.77,7620.3,7575.29,7570.64,7559.08,7518.74,7434.78,7364.02,7293.87,7226.67,7238.28,7148.59,7100.98,7102.76,7098.07,7081.26,7056.02,6994.35,6987.15,6971.3,6964.99,6955.48,6900,6885.51,6851.69,6852.86,6960.91,6987.41,7044.5,7027.07,7051.35,7066.84,7034.06,6987.4,6941.45,6890.55,6854.86,6805.01,6756.24,6811.9,6791.54,6815.14,6830.54,6892.38,6851.58,6813.64,6777.26,6768.35,6824.37,6804.76,6787.06,6810.08,6844.57,6938.27,6930.1,6920.01,6894.19,6920.65,6980.03,6960.23,6912.64,6943.72,6902.05,6960.81,6988.11,7031.05,7015.88,7078.23,7062.07,7074.47,7132.17,7127.14,7121.81,7193.62,7174.13,7094.11,7075.71,7129.91,7215.17,7200.07,7243.45,7290.44,7337.55,7313.01,7359.08,7342.97,7325.72,7310.57,7348.59,7314.44,7275.59,7294.94,7270.63,7254.73,7315.01,7306.6,7284.65,7327.12,7299.6
7848.56,7857.36,7981.65,7973.45,7905.11,7876.66,7857.27,7851.97,7843.78,7838.53,7654.88,7659.35,7566.01,7514.43,7354.04,7344.9,7338.55,7346.35,7350.65,7346.52,7368.39,7399.73,7419.95,7473.12,7412.82,7378.47,7281.89,7224.55,7290.44,7236.77,7203.18,7164.53,7116.57,7066.61,7118.45,7148.13,7156.58,7199.41,7214.61,7211.42,7250.22,7250.46,7224.55,7305.75,7383.64,7469.42,7544.85,7508.99,7581.02,7547.47,7575.55,7539.47,7567.22,7613.32,7695.01,7685.99,7731.42,7734.1,7766.34,7811.17,7774.68,7731.3,7688.69,7651.66,7707.16,7765.47,7824.41,7775.59,7808.5,7764.06,7802.59,7759.1,7770.08,7817.1,7773.95,7776.96,7779.98,7780.64,7769.48,7863.2,7863.47,7969.32,8066.26,8127.34,8194.86,8203.08,8246.45,8211.32,8274.01,8258.11,8227.85,8200.66,8261.58,8237.85,8277.44,8239.9,8307.94,8271.64,8317.61,8310.45
