proportion,,,,,,,,,,,,,,,,,,,
0.768,0.806,0.802,0.882,0.89,0.902,0.92,0.92,0.904,0.868,0.87,0.918,0.9,0.922,0.964,0.994,0.996,0.998,1,1
0.556,0.59,0.658,0.792,0.91,0.966,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1
0.52,0.518,0.468,0.574,0.806,0.906,0.97,1,1,1,1,1,1,1,1,1,1,1,1,1
0.456,0.468,0.584,0.692,0.88,0.942,0.986,0.99,0.996,0.998,1,1,1,1,1,1,1,1,1,1
0.506,0.57,0.746,0.89,0.964,0.998,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.532,0.596,0.684,0.816,0.918,0.994,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.522,0.548,0.646,0.748,0.82,0.932,0.964,0.992,1,1,1,1,1,1,1,1,1,1,1,1
0.51,0.518,0.4,0.628,0.842,0.93,0.972,0.992,0.998,1,1,1,1,1,1,1,1,1,1,1
0.544,0.568,0.654,0.766,0.914,0.984,1,1,1,1,1,1,1,1,1,1,1,1,1,1
