pool size max
3,2.5,1.66667,1.75,1.6,1.83333,1.85714,1.75,1.88889,1.9,1.81818,1.83333,1.76923,1.71429,1.66667,1.625,1.52941,1.44444,1.36842,1.3,1.28571,1.27273,1.21739,1.16667,1.12,1.07692,1.03704,1,0.965517,0.933333,0.903226,0.875,0.878788,0.882353,0.857143,0.833333,0.810811,0.789474,0.769231,0.75,0.731707,0.714286,0.697674,0.681818,0.666667,0.652174,0.638298,0.625,0.612245,0.6,0.588235,0.576923,0.566038,0.555556,0.545455,0.535714,0.526316,0.517241,0.508475,0.5,0.508197,0.5,0.492063,0.484375,0.492308,0.484848,0.477612,0.470588,0.463768,0.457143,0.450704,0.444444,0.438356,0.432432,0.426667,0.421053,0.415584,0.410256,0.405063,0.4,0.395062,0.390244,0.385542,0.380952,0.376471,0.372093,0.402299,0.363636,0.359551,0.355556,0.351648,0.347826,0.344086,0.340426,0.336842,0.333333,0.371134,0.326531,0.323232,0.33,
3,3.5,2.66667,2.5,2.2,2.33333,2.28571,2.5,2.44444,2.5,2.72727,2.5,2.38462,2.21429,2.06667,1.9375,1.82353,1.72222,1.63158,1.55,1.47619,1.45455,1.3913,1.33333,1.28,1.23077,1.18519,1.14286,1.10345,1.06667,1.03226,1,0.969697,0.941176,0.914286,0.888889,0.864865,0.842105,0.846154,0.825,0.804878,0.785714,0.767442,0.75,0.733333,0.717391,0.702128,0.6875,0.673469,0.66,0.647059,0.634615,0.622642,0.611111,0.6,0.589286,0.578947,0.568966,0.559322,0.55,0.540984,0.532258,0.52381,0.515625,0.507692,0.5,0.492537,0.485294,0.478261,0.485714,0.478873,0.472222,0.465753,0.459459,0.453333,0.447368,0.441558,0.448718,0.443038,0.4375,0.432099,0.426829,0.421687,0.416667,0.411765,0.406977,0.402299,0.397727,0.393258,0.388889,0.384615,0.380435,0.376344,0.37234,0.368421,0.364583,0.360825,0.367347,0.363636,0.36,
4,3,3,3,2.6,2.5,2.57143,2.5,2.44444,2.5,2.54545,2.5,2.30769,2.14286,2,1.875,1.76471,1.66667,1.57895,1.5,1.42857,1.36364,1.30435,1.29167,1.24,1.19231,1.14815,1.10714,1.06897,1.03333,1,1.03125,1.06061,1.05882,1.02857,1,0.972973,0.947368,0.948718,0.925,0.902439,0.880952,0.883721,0.863636,0.844444,0.826087,0.808511,0.791667,0.77551,0.78,0.764706,0.75,0.735849,0.722222,0.709091,0.696429,0.684211,0.689655,0.677966,0.666667,0.655738,0.66129,0.650794,0.640625,0.630769,0.636364,0.626866,0.617647,0.623188,0.614286,0.605634,0.597222,0.589041,0.581081,0.573333,0.565789,0.571429,0.564103,0.556962,0.55,0.54321,0.536585,0.53012,0.52381,0.517647,0.511628,0.505747,0.5,0.494382,0.488889,0.494505,0.48913,0.483871,0.478723,0.473684,0.46875,0.463918,0.459184,0.464646,0.46,
3,2,2,2,2,2.16667,2.28571,2.25,2.22222,2.2,2.18182,2,1.92308,1.85714,1.73333,1.625,1.52941,1.44444,1.36842,1.3,1.28571,1.22727,1.17391,1.125,1.12,1.07692,1.03704,1,0.965517,0.933333,0.903226,0.875,0.848485,0.823529,0.8,0.805556,0.783784,0.763158,0.74359,0.725,0.707317,0.690476,0.674419,0.659091,0.644444,0.630435,0.638298,0.645833,0.632653,0.62,0.607843,0.596154,0.584906,0.574074,0.563636,0.571429,0.54386,0.534483,0.525424,0.533333,0.540984,0.532258,0.52381,0.515625,0.523077,0.515152,0.507463,0.5,0.492754,0.485714,0.478873,0.472222,0.465753,0.459459,0.453333,0.447368,0.441558,0.435897,0.43038,0.425,0.419753,0.414634,0.409639,0.404762,0.4,0.395349,0.390805,0.386364,0.393258,0.388889,0.384615,0.380435,0.376344,0.37234,0.368421,0.364583,0.360825,0.357143,0.373737,0.39,
3,3,2.33333,2.5,2.4,2.33333,2.71429,2.5,2.44444,2.3,2.09091,2,1.84615,1.71429,1.6,1.5,1.41176,1.33333,1.26316,1.2,1.14286,1.09091,1.04348,1,0.96,0.923077,0.888889,0.857143,0.827586,0.8,0.774194,0.78125,0.787879,0.764706,0.742857,0.722222,0.702703,0.684211,0.666667,0.65,0.634146,0.619048,0.627907,0.636364,0.622222,0.608696,0.595745,0.583333,0.571429,0.56,0.54902,0.538462,0.528302,0.611111,0.527273,0.517857,0.508772,0.5,0.491525,0.483333,0.47541,0.467742,0.460317,0.453125,0.461538,0.469697,0.462687,0.455882,0.449275,0.542857,0.43662,0.430556,0.424658,0.418919,0.413333,0.421053,0.415584,0.410256,0.405063,0.4,0.395062,0.390244,0.385542,0.380952,0.376471,0.372093,0.37931,0.375,0.370787,0.366667,0.362637,0.358696,0.354839,0.351064,0.347368,0.34375,0.340206,0.346939,0.353535,0.35,
2,2.5,2,1.75,1.8,2.16667,2.14286,2.5,2.66667,2.5,2.27273,2.08333,1.92308,1.78571,1.66667,1.5625,1.47059,1.38889,1.31579,1.25,1.2381,1.18182,1.13043,1.08333,1.04,1.30769,1.25926,1.21429,1.17241,0.866667,0.870968,0.875,0.95891,0.882353,0.857143,0.833333,0.918919,0.789474,0.769231,0.75,0.731707,0.809524,0.697674,0.704545,0.688889,0.673913,0.659574,0.666667,0.693878,0.68,0.647059,0.634615,0.622642,0.611111,0.6,0.589286,0.578947,0.586207,0.576271,0.566667,0.557377,0.548387,0.539683,0.53125,0.523077,0.515152,0.522388,0.514706,0.492754,0.5,0.492958,0.486111,0.479452,0.472973,0.466667,0.460526,0.454545,0.448718,0.468354,0.4375,0.432099,0.439024,0.445783,0.440476,0.435294,0.430233,0.425287,0.425287,0.426966,0.422222,0.417582,0.413043,0.397849,0.404255,0.4,0.395833,0.391753,0.387755,0.383838,0.38,
4,4,3,2.5,2.4,2.33333,2.14286,2.125,2.11111,2.1,2.27273,2.08333,1.92308,1.78571,1.66667,1.5625,1.47059,1.38889,1.31579,1.25,1.19048,1.13636,1.08696,1.04167,1,0.961538,0.925926,0.892857,0.862069,0.833333,0.806452,0.78125,0.757576,0.735294,0.714286,0.694444,0.675676,0.657895,0.641026,0.625,0.609756,0.595238,0.581395,0.568182,0.555556,0.543478,0.531915,0.520833,0.510204,0.5,0.490196,0.480769,0.598068,0.598068,0.454545,0.464286,0.45614,0.448276,0.440678,0.433333,0.42623,0.419355,0.412698,0.40625,0.538462,0.409091,0.402985,0.397059,0.391304,0.385714,0.380282,0.375,0.369863,0.364865,0.36,0.486842,0.350649,0.358974,0.35443,0.475,0.345679,0.341463,0.337349,0.333333,0.329412,0.44186,0.436782,0.431818,0.426966,0.422222,0.307692,0.304348,0.301075,0.297872,0.294737,0.291667,0.391753,0.295918,0.30303,0.3,
4,2.5,2,2,2.2,2.66667,2.42857,2.375,2.22222,2.3,2.45455,2.33333,2.15385,2,1.86667,1.75,1.64706,1.55556,1.47368,1.4,1.33333,1.31818,1.26087,1.20833,1.2,1.15385,1.11111,1.10714,1.06897,1.1,1,0.96875,1,0.970588,0.942857,0.916667,0.891892,0.868421,0.846154,0.825,0.804878,0.785714,0.767442,0.75,0.733333,0.717391,0.702128,0.6875,0.693878,0.66,0.647059,0.653846,0.641509,0.611111,0.6,0.589286,0.614035,0.603448,0.59322,0.583333,0.57377,0.564516,0.555556,0.546875,0.538462,0.530303,0.492537,0.485294,0.478261,0.5,0.492958,0.486111,0.479452,0.472973,0.466667,0.460526,0.454545,0.448718,0.43038,0.425,0.432099,0.426829,0.421687,0.416667,0.411765,0.406977,0.402299,0.397727,0.382022,0.377778,0.384615,0.380435,0.376344,0.37234,0.368421,0.364583,0.360825,0.357143,0.353535,0.34,
3,3,2.66667,2.5,2.4,2.16667,2.14286,2.125,2.11111,2.2,2.09091,2.08333,1.92308,1.85714,1.8,1.75,1.64706,1.55556,1.47368,1.4,1.33333,1.27273,1.26087,1.20833,1.16,1.11538,1.07407,1.03571,1,0.966667,0.935484,0.90625,0.878788,0.852941,0.857143,0.833333,0.810811,0.789474,0.769231,0.75,0.731707,0.714286,0.697674,0.681818,0.688889,0.673913,0.659574,0.645833,0.632653,0.62,0.607843,0.596154,0.584906,0.574074,0.563636,0.553571,0.54386,0.534483,0.525424,0.516667,0.508197,0.5,0.492063,0.484375,0.476923,0.469697,0.462687,0.455882,0.449275,0.442857,0.43662,0.430556,0.424658,0.418919,0.413333,0.407895,0.402597,0.397436,0.392405,0.3875,0.382716,0.378049,0.373494,0.369048,0.364706,0.360465,0.356322,0.352273,0.348315,0.344444,0.340659,0.336957,0.333333,0.329787,0.326316,0.322917,0.319588,0.316327,0.313131,0.31,
3,2.5,2.66667,2.5,2.4,2.33333,2.28571,2.25,2.22222,2.2,2.27273,2.25,2.15385,2.14286,2,1.875,1.76471,1.66667,1.57895,1.5,1.42857,1.36364,1.34783,1.25,1.2,1.15385,1.11111,1.07143,1.03448,1,1,0.9375,0.909091,0.882353,0.857143,0.888889,0.810811,0.842105,0.769231,0.75,0.731707,0.714286,0.72093,0.704545,0.711111,0.695652,0.680851,0.666667,0.653061,0.64,0.627451,0.615385,0.603774,0.592593,0.581818,0.571429,0.596491,0.586207,0.576271,0.566667,0.57377,0.564516,0.555556,0.546875,0.538462,0.530303,0.522388,0.514706,0.507246,0.5,0.492958,0.486111,0.479452,0.472973,0.466667,0.460526,0.467532,0.461538,0.468354,0.4625,0.45679,0.45122,0.445783,0.440476,0.435294,0.430233,0.425287,0.420455,0.426966,0.433333,0.428571,0.423913,0.419355,0.414894,0.410526,0.40625,0.402062,0.397959,0.393939,0.4,
