fitness max
441.152,258.506,300.532,362.768,372.142,332.524,329.787,340.353,350.862,324.066,319.008,300.341,319.58,304.331,290.403,301.156,308.378,292.936,297.791,323.03,
417.873,489.477,327.788,360.451,348.958,382.126,420.091,354.438,350.085,359.923,367.581,365.301,372.295,375.176,358.635,344.5,362.415,350.25,355.048,347.808,
440.162,328.495,393.386,364.87,355.294,312.534,338.478,363.034,355.634,344.376,327.016,388.551,365.457,342.86,334.606,362.632,358.525,361.412,312.434,324.363,
454.691,295.379,354.102,367.278,373.551,358.503,333.407,359.309,354.001,357.007,341.135,358.58,325.016,321.439,316.293,323.901,322.392,311.453,326.755,339.901,
434.012,338.178,363.474,333.961,381.653,375.468,338.28,343.029,369.201,338.095,365.982,371.204,331.118,334.045,349.053,343.964,337.451,335.096,326.165,328.668,
455.096,335.091,306.483,322.932,332.518,315.488,327.335,305.183,289.405,306.929,312.437,305.534,314.143,310.481,335.482,340.703,351.59,339.411,356.581,346.044,
422.751,299.76,283.31,316.357,284.188,331.734,373.804,411.865,375.262,347.831,328.818,324.209,340.213,377.186,362.048,367.328,354.216,358.991,358.209,343.739,
408.718,290.674,305.506,334.576,328.133,331.319,298.697,302.459,300.179,293.508,294.026,289.537,293.785,290.725,282.865,288.042,311.936,304.659,298.979,297.078,
429.003,433.823,320.99,303.252,332.59,327.727,332.57,322.643,323.976,316.316,327.613,340.025,340.581,351.73,332.313,350.349,351.212,354.458,350.456,334.596,
434.853,339.39,371.82,417.104,367.073,370.921,412.21,368.455,370.617,373.506,352.583,341.226,347.363,331.062,320.967,324.394,347.122,338.702,345.292,331.569,

622.992,540.225,458.721,415.171,385.414,347.61,393.827,348.411,347.099,349.179,371.609,352.516,356.159,333.579,314.451,321.156,338.161,338.855,332.519,326.367,
620.871,351.477,428.1,381.555,375.16,367.828,409.165,435.541,402.937,404.214,386.018,377.523,365.011,348.543,341.315,344.923,356.672,352.458,335.747,336.49,
672.301,368.478,442.442,403.761,411.657,392.919,403.975,430.355,421.007,430.59,404.382,404.18,387.644,376.517,365.132,350.673,331.359,334.474,329.6,321.778,
635.23,353.911,484.356,405.959,420.844,379.777,366.007,382.502,392.195,401.316,395.41,365.827,360.784,349.021,351.974,334.791,322.275,343.88,327.898,328.574,
617.881,409.101,465.217,438.486,394.314,448.592,404.142,400.299,424.359,426.243,402.009,397.843,411.613,425.139,398.601,375.353,363.461,344.814,334.119,330.603,
632.006,416.848,476.091,392.817,405.995,377.697,364.362,355.708,372.689,353.061,341.974,325.378,321.441,313.292,321.216,309.628,312.115,317.626,306.302,314.431,
615.077,400.965,459.793,413.105,419.258,391.017,370.354,365.473,355.232,339.946,355.102,370.689,364.308,355.939,361.387,364.431,352.945,351.041,334.307,343.289,
701.659,482.674,499.283,435.471,458.495,398.612,396.711,387.69,397.918,369.307,343.296,327.553,314.664,319.009,313.486,309.962,360.005,367.654,375.731,360.15,
622.073,364.082,431.854,436.815,402.637,384.089,355.68,343.05,382.176,408.917,385.068,412.58,399.346,381.461,363.556,371.053,387.521,379.867,371.042,363.848,
592.729,361.979,418.645,416.711,382.094,354.485,361.948,390.071,379.629,383.262,415.526,428.577,412.751,393.662,383.927,388.846,373.391,357.396,362.317,356.328,

201.821,260.102,302.86,394.953,373.415,342.281,354.147,351.936,392.291,378.58,357.941,363.603,385.729,372.648,378.504,371.934,356.275,350.25,341.241,331.222,
181.628,351.298,311.925,330.385,326.824,310.815,329.494,296.68,325.298,314.756,350.458,361.157,349.785,377.26,356.011,352.409,345.219,343.956,340.764,326.671,
192.664,357.241,356.589,425.844,389.644,438.277,391.486,414.475,468.927,469.752,486.556,459.548,462.081,441.872,462.095,439.418,419.057,412.398,416.325,411.585,
193.378,349.126,305.088,287.92,320.664,315.431,348.661,328.378,329.884,350.139,341.05,320.06,340.484,334.549,323.092,327.155,319.82,312.736,305.668,313.825,
244.541,319.468,285.929,267.912,259.46,267.313,281.181,324.027,322.016,339.499,358.489,353.473,341.428,399.998,402.582,386.175,389.337,385.585,391.878,373.527,
188.12,316.065,320.262,361.17,381.579,456.55,428.506,418.009,399.198,366.065,368.478,343.949,340.004,331.457,340.256,339.442,329.245,333.229,329.726,337.642,
209.648,285.068,278.083,338.064,340.178,378.055,384.3,342.718,347.512,364.162,353.424,357.139,347.863,366.104,354.618,366.847,354.662,361.677,346.17,346.993,
174.573,360.249,304.802,260.74,275.984,301.43,295.39,319.039,330.67,350.923,377.558,360.085,377.887,360.007,341.467,352.875,335.217,324.59,311.462,315.177,
193.177,288.248,391.844,333.225,293.964,278.266,302.336,298.876,316.542,305.982,296.39,313.29,306.447,307.425,315.93,341.221,324.049,344.705,332.321,333.533,
189.384,270.899,281.79,335.601,329.726,291.517,348.58,354.689,373.204,430.739,409.872,379.649,381.725,358.235,361.749,341.947,340.352,327.606,317.857,322.834,

150.024,297.696,306.127,303.103,332.376,348.856,375.892,342.42,379.556,354.999,342.82,338.273,342.851,349.157,335.4,330.821,322.984,317.568,325.347,316.027,
119.346,318.266,301.043,389.844,392.791,350.771,375.081,344.742,340.831,340.276,350.008,388.641,370.643,383.569,375.114,355.883,338.743,343.571,331.928,324.957,
132.931,293.175,317.194,382.169,373.788,422.18,408.638,389.654,389.574,380.6,375.912,369.148,362.058,340.585,355.454,355.975,340.058,340.628,338.688,336.56,
182.73,306.873,298.703,311.335,344.237,378.399,357.131,378.534,377.705,365.268,377.803,381.153,374.395,348.036,337.125,338.254,327.914,335.14,339.147,329.434,
273.169,338.883,312.971,298.136,295.853,340.703,425.099,385.861,345.547,314.443,336.582,367.707,350.614,358.53,351.001,341.714,335.438,334.194,330.778,329.934,
255.484,263.145,266.944,286.34,322.585,316.274,295.328,327.667,343.737,366.94,345.147,336.264,331.274,349.678,338.092,343.868,343.36,341.823,333.356,341.892,
173.47,385.037,339.356,392.48,392.101,341.857,334.269,351.472,322.825,329.354,320.166,326.956,360.155,367.247,352.2,356.502,352.518,335.169,327.626,346.42,
166.573,373.636,440.253,403.296,354.021,401.852,376.972,413.364,382.901,358.313,343.228,331.544,364.169,360.676,364.121,346.979,363.097,350.598,336.369,336.658,
172.465,335.289,281.975,325.525,340.217,351.159,363.909,362.856,356.291,349.218,332.103,343.839,356.384,349.728,364.102,359.47,349.289,345.079,333.19,341.775,
165.228,276.972,279.236,345.089,355.258,344.262,391.859,363.176,373.65,359.399,391.033,377.432,367.967,360.753,346.142,329.035,327.681,323.245,316.165,324.888,

261.526,266.379,216.544,284.981,281.47,292.982,322.39,331.221,319.33,304.169,324.144,324.302,340.391,337.266,329.917,362.121,351.034,358.765,358.047,365.198,
334.897,241.346,263.381,241.111,266.013,240.08,295.17,300.277,326.613,318.68,312.153,316.206,298.499,310.504,316.827,310.642,293.739,306.669,318.625,311.612,
335.427,292.278,281.95,307.245,274.905,258.543,280.731,279.14,302.288,278.632,269.285,266.311,266.332,265.1,285.221,303.079,303.825,296.761,296.726,286.347,
400.223,323.046,309.41,284.927,300.58,287.257,293.602,267.126,264.438,289.001,285.632,288.469,305.846,325.197,310.677,346.175,342.988,381.57,319.634,314.681,
396.318,297.435,309.53,292.77,305.827,315.985,317.997,331.923,320.934,330.338,310.653,297.489,326.687,322.565,327.069,317.93,323.238,306.788,311.607,336.459,
241.374,367.148,299.562,336.183,294.357,320.003,317.197,365.595,330.364,338.979,358.321,355.907,349.011,362.544,343.733,337.741,333.223,330.225,315.22,323.363,
325.334,267.954,287.395,271.173,299.897,284.146,292.496,318.025,357.761,368.726,376.384,406.344,393.473,389.805,380.833,385.314,365.171,370.833,352.842,336.405,
362.772,236.726,287.496,309.431,388.083,352.007,334.168,306.277,348.662,332.419,314.478,361.598,347.865,331.711,350.084,367.732,348.349,343.666,368.828,360.825,
376.379,270.322,267.145,339.292,310.831,285.455,296.759,309.146,299.307,304.266,291.715,295.482,287.794,287.008,291.493,305.267,304.381,288.29,287.5,289.554,
356.36,301.714,290.521,254.189,265.048,265.644,277.512,261.658,275.816,276.869,289.637,282.194,269.535,274.893,277.479,287.231,288.373,281.223,288.929,287.421,

170.68,369.461,318.912,333.16,378.952,350.526,379.243,393.91,369.235,383.572,380.299,368.36,357.688,361.102,357.062,338.566,334.94,322.944,334.792,320.604,
229.248,293.281,376.653,330.243,344.708,382.998,369.042,336.378,313.93,335.366,317.248,294.114,308.636,304.412,302.7,334.143,319.407,318.022,318.827,314.027,
186.827,361.49,334.643,329.916,301.221,311.775,297.661,335.871,344.664,319.894,355.704,351.631,358.281,365.11,365.009,357.236,359.537,353.979,359.743,345.46,
207.019,349.587,283.379,352.971,378.275,367.806,364.295,401.728,384.69,360.543,358.467,366.14,352.635,358.826,401.442,381.109,379.164,369.937,353.092,341.323,
222.209,288.005,273.959,322.147,378.008,335.025,362.266,322.218,339.037,311.12,352.385,330.946,326.826,315.021,309.858,307.697,303.69,291.715,290.575,285.665,
261.865,450.247,414.851,366.53,347.077,331.394,330.171,347.883,356.843,331.515,311.444,300.596,311.029,327.097,326.123,317.856,322.833,322.051,326.752,312.811,
178.986,294.88,312.018,323.532,340.007,323.195,337.116,349.837,358.026,332.314,324.28,325.396,309.321,318.024,344.862,356.334,340.858,345.406,332.298,335.544,
205.815,303.511,286.706,304.134,383.413,402.422,369.346,364.999,391.267,362.422,336.132,362.261,337.8,321.765,330.065,341.528,350.501,338.702,337.238,355.672,
203.362,293.445,278.465,280.839,279.193,270.898,292.379,323.669,306.495,326.604,317.383,300.629,308.282,289.802,285.121,273.98,265.798,273.76,278.708,274.01,
204.24,390.64,362.549,345.763,316.12,340.187,305.286,299.303,316.899,339.193,342.007,351.399,338.472,315.323,331.266,323.4,314.345,317.27,318.742,310.569,

407.658,298.858,286.68,296.927,274.232,279.594,366.916,326.924,294.314,303.659,326.432,316.618,304.953,299.292,309.724,304.363,328.649,338.837,330.226,317.407,
449.657,326.701,343.427,302.338,311.076,315.568,291.763,275.745,291.695,275.979,259.88,277.364,263.543,257.196,258.946,265.379,267.434,257.96,253.785,248.531,
416.764,290.101,345.856,331.698,314.093,318.465,277.733,265.787,278.431,263.87,283.642,290.305,297.228,300.502,288.873,275.892,263.92,261.146,265.049,267.301,
520.49,266.972,286.919,270.474,297.125,296.937,267.495,254.632,255.736,246.608,248.589,253.972,251.999,275.638,266.624,264.365,256.796,245.342,239.916,243.595,
397.137,319.907,309.526,305.716,299.248,281.038,283.612,284.918,259.138,264.316,259.712,301.679,281.229,271.042,258.651,249.586,236.114,238.302,232.309,249.621,
432.694,269.142,340.106,315.578,286.284,278.362,281.222,277.782,285.572,296.73,292.874,282.467,278.123,296.186,290.594,286.379,291.124,289.739,312.66,309.736,
429.155,255.186,290.394,272.443,293.154,310.844,322.461,318.757,319.781,303.549,288.752,292.32,294.178,276.981,289.336,311.24,301.156,290.978,295.572,288.81,
393.073,310.766,354.574,285.058,304.52,320.069,346.538,339.955,308.334,286.623,286.997,274.656,269.749,260.897,262.348,252.551,267.584,261.581,268.92,268.797,
430.744,274.619,280.102,325.231,335.499,289.006,293.375,278.574,275.417,291.781,291.266,273.188,269.47,277.484,283.867,307.572,304.887,293.794,298.094,311.753,
486.209,250.612,297.208,301.689,292.815,333.538,301.959,309.742,315.767,297.542,296.616,292.259,281.976,271.831,254.672,258.608,255.778,265.199,258.165,257.225,

379.45,240.807,282.118,277.297,302.569,307.129,298.573,291.567,293.07,272.393,315.248,302.663,302.734,307.039,332.605,321.792,315.03,315.896,317.606,309.725,
272.465,296.171,314.319,348.679,323.536,300.346,284.296,266.375,278.667,291.758,297.229,275.276,286.972,287.186,290.275,278.527,268.329,275.23,273.234,278.216,
339.027,292.342,286.633,273.426,306.65,299.179,277.314,272.339,264.987,287.191,270.597,278.235,287.004,282.902,312.1,314.352,312.217,299.262,285.966,299.122,
310.998,263.106,256.711,252.63,264.554,257.06,270.126,258.874,338.96,333.96,315.188,314.972,321.129,339.214,322.815,330.808,325.738,334.655,326.042,314.544,
306.171,290.705,303.374,289.972,308.657,301.408,293.231,273.771,280.855,306.738,316.38,294.02,298.495,287.976,277.72,300.681,313.081,339.734,332.663,348.159,
286.093,279.297,276.445,302.859,299.85,276.155,315.042,303.599,289.795,321.356,310.71,309.456,325.439,323.636,325.865,320.729,327.429,332.457,329.239,333.76,
305.063,272.611,250.415,220.64,266.143,248.608,259.921,262.162,260.656,258.943,254.514,262.725,257.075,276.18,306.16,303.809,302.695,298.796,306.547,296.546,
290.978,268.062,315.016,286.75,308.237,278.24,276.582,256.444,259.838,281.365,274.682,294.741,313.477,301.573,301.666,313.662,331.032,346.325,333.64,329.21,
340.204,339.977,333.821,280.961,277.754,278.711,302.964,319.811,315.332,311.176,325.093,318.566,320.682,302.215,309.435,301.944,309.683,311.996,322.423,310.18,
297.834,232.635,254.469,265.229,260.002,236.578,245.473,251.89,247.248,274.901,254.182,259.029,256.042,257.875,247.868,246.062,256.367,246.06,253.399,243.56,

358.28,299.672,295.262,312.651,328.573,354.705,362.214,345.997,333.591,328.62,338.302,376.956,350.468,380.608,369.21,352.338,338.396,331.851,352.29,361.099,
342.318,277.108,341.374,399.799,345.68,365.374,363.707,361.689,368.192,344.023,366.349,360.927,371.341,363.286,363.287,355.081,338.263,323.559,318.188,310.335,
397.205,231.537,289.421,340.321,354.247,392.7,405.455,371.192,357.924,343.596,394.457,402.027,387.093,375.603,359.025,339.595,339.081,333.78,340.697,333.402,
416.163,282.952,299.829,302.322,335.268,312.603,331.661,310.317,322.728,324.172,343.502,337.687,326.996,326.7,313.323,311.086,309.703,314.708,319.016,311.88,
