gnerations , DifferentNumberOfGenome , averageFitness , varianceFitness , FirstQuartileFitness , medianFitness , thirdQuartileFitness, averageMatch , variance Match ,FirstQuartileMatch , medianMatch , thirdMatch , alive 
1427,33,0.123214,0.000425359,0.10932,0.121934,0.13665,0,0,0,0,0,21
1428,30,0.123389,0.000426131,0.109944,0.121849,0.136555,0,0,0,0,0,24
1429,36,0.123592,0.000421525,0.109867,0.121763,0.137159,0,0,0,0,0,25
1430,33,0.123786,0.000428011,0.10979,0.121678,0.137063,0,0,0,0,0,27
1431,29,0.124007,0.00043693,0.109713,0.121593,0.139064,0,0,0,0,0,21
1432,30,0.124041,0.000435598,0.110335,0.121508,0.138966,0,0,0,0,0,19
1433,29,0.124122,0.000435348,0.10956,0.121424,0.138172,0,0,0,0,0,22
1434,28,0.124147,0.000436474,0.109484,0.121339,0.138075,0,0,0,0,0,17
1435,31,0.124107,0.000436477,0.109408,0.121254,0.137979,0,0,0,0,0,13
1436,30,0.124188,0.000437992,0.110028,0.121866,0.139972,0,0,0,0,0,8
1437,33,0.124138,0.000438036,0.109255,0.121086,0.137787,0,0,0,0,0,11
1438,30,0.124182,0.000436463,0.11057,0.121697,0.139777,0,0,0,0,0,2
1439,33,0.124114,0.000436614,0.110493,0.121612,0.13968,0,0,0,0,0,7
1440,36,0.124056,0.000436634,0.110417,0.121528,0.1375,0,0,0,0,0,5
1441,44,0.123969,0.000436028,0.109646,0.120749,0.137405,0,0,0,0,0,14
1442,41,0.123967,0.00043767,0.10957,0.120666,0.137309,0,0,0,0,0,8
1443,38,0.12389,0.000436881,0.109494,0.120582,0.137214,0,0,0,0,0,5
1444,39,0.12386,0.000435805,0.109418,0.120499,0.139197,0,0,0,0,0,8
1445,44,0.123783,0.000435925,0.109343,0.120415,0.1391,0,0,0,0,0,12
1446,41,0.123744,0.000436865,0.109267,0.120332,0.139004,0,0,0,0,0,16
1447,36,0.12376,0.000439222,0.109191,0.12094,0.138908,0,0,0,0,0,11
1448,40,0.123702,0.000438987,0.109116,0.120856,0.138812,0,0,0,0,0,19
1449,36,0.123754,0.000438117,0.109041,0.120773,0.138716,0,0,0,0,0,13
1450,39,0.123743,0.0004375,0.108966,0.12069,0.138621,0,0,0,0,0,17
1451,35,0.123823,0.000436393,0.10889,0.120606,0.138525,0,0,0,0,0,11
1452,44,0.123756,0.00043666,0.108815,0.120523,0.13843,0,0,0,0,0,17
1453,40,0.123827,0.000436777,0.108741,0.12044,0.138334,0,0,0,0,0,11
1454,41,0.123806,0.000435857,0.108666,0.120358,0.138239,0,0,0,0,0,11
1455,41,0.123812,0.000434656,0.108591,0.120275,0.138144,0,0,0,0,0,13
1456,37,0.123846,0.000436694,0.108516,0.120192,0.139423,0,0,0,0,0,11
1457,40,0.123816,0.000434548,0.108442,0.12011,0.139327,0,0,0,0,0,13
1458,37,0.123859,0.000436889,0.108368,0.121399,0.139232,0,0,0,0,0,5
1459,41,0.123811,0.000436735,0.108293,0.121316,0.139136,0,0,0,0,0,10
1460,34,0.123772,0.000436614,0.108219,0.121233,0.139041,0,0,0,0,0,6
1461,39,0.123705,0.000436061,0.108145,0.12115,0.138946,0,0,0,0,0,11
1462,37,0.123684,0.000435441,0.108071,0.121067,0.138851,0,0,0,0,0,10
1463,43,0.123682,0.000434827,0.107997,0.120984,0.138756,0,0,0,0,0,18
1464,34,0.123707,0.000435075,0.108607,0.122268,0.138661,0,0,0,0,0,13
1465,35,0.123668,0.00043469,0.10785,0.120819,0.138567,0,0,0,0,0,13
1466,35,0.123647,0.000435015,0.108458,0.120737,0.138472,0,0,0,0,0,12
1467,40,0.123645,0.000437899,0.108384,0.120654,0.138378,0,0,0,0,0,13
1468,43,0.123651,0.000437123,0.108311,0.121253,0.138283,0,0,0,0,0,19
1469,33,0.123622,0.00043787,0.108237,0.121852,0.138189,0,0,0,0,0,11
1470,38,0.123574,0.000437022,0.108163,0.121769,0.138095,0,0,0,0,0,13
1471,36,0.123517,0.000436162,0.10809,0.121686,0.138001,0,0,0,0,0,8
1472,39,0.123433,0.00043557,0.108016,0.121603,0.137908,0,0,0,0,0,11
1473,34,0.123376,0.000435094,0.107943,0.121521,0.137814,0,0,0,0,0,8
1474,39,0.123383,0.00043567,0.10787,0.121438,0.13772,0,0,0,0,0,12
1475,36,0.123372,0.000436349,0.107797,0.121356,0.137627,0,0,0,0,0,9
1476,42,0.123333,0.000435397,0.108401,0.121274,0.137534,0,0,0,0,0,10
1477,41,0.123286,0.000434878,0.108328,0.121192,0.137441,0,0,0,0,0,8
1478,42,0.123221,0.0004358,0.108254,0.12111,0.137348,0,0,0,0,0,10
1479,45,0.123191,0.00043559,0.108181,0.121028,0.137255,0,0,0,0,0,16
1480,39,0.123225,0.000438359,0.108108,0.122297,0.137162,0,0,0,0,0,13
1481,39,0.123277,0.000438088,0.108035,0.12289,0.137745,0,0,0,0,0,16
1482,38,0.123221,0.000437275,0.107962,0.122807,0.137652,0,0,0,0,0,8
1483,38,0.123183,0.000435124,0.107889,0.122724,0.138233,0,0,0,0,0,11
1484,38,0.123217,0.000433527,0.108491,0.123315,0.13814,0,0,0,0,0,9
1485,37,0.123304,0.000433789,0.107744,0.123232,0.137374,0,0,0,0,0,12
1486,42,0.123284,0.000434321,0.107672,0.123149,0.137281,0,0,0,0,0,9
1487,42,0.123237,0.000435053,0.107599,0.123067,0.137189,0,0,0,0,0,12
1488,42,0.12319,0.000435226,0.107527,0.122984,0.137097,0,0,0,0,0,9
1489,41,0.123143,0.000435155,0.107455,0.122901,0.137005,0,0,0,0,0,9
1490,43,0.123078,0.00043455,0.107383,0.122819,0.136913,0,0,0,0,0,9
1491,42,0.123032,0.000433551,0.107311,0.122736,0.136821,0,0,0,0,0,6
1492,48,0.122949,0.00043297,0.107239,0.122654,0.136729,0,0,0,0,0,12
1493,44,0.122956,0.000430787,0.108506,0.122572,0.136638,0,0,0,0,0,6
1494,43,0.122883,0.000430484,0.108434,0.12249,0.136546,0,0,0,0,0,9
1495,37,0.122854,0.000427382,0.108361,0.122408,0.136455,0,0,0,0,0,4
1496,44,0.122781,0.00042682,0.108289,0.122326,0.136364,0,0,0,0,0,11
1497,42,0.122743,0.000426131,0.108216,0.122244,0.136273,0,0,0,0,0,6
1498,41,0.122688,0.000427287,0.108144,0.122163,0.136182,0,0,0,0,0,6
1499,39,0.122615,0.000427212,0.108072,0.122081,0.136758,0,0,0,0,0,5
1500,43,0.122551,0.000426849,0.108,0.122,0.136,0,0,0,0,0,9
1501,44,0.122487,0.000426781,0.107928,0.121919,0.135909,0,0,0,0,0,12
1502,46,0.122423,0.000426145,0.107856,0.121838,0.135819,0,0,0,0,0,9
1503,47,0.122377,0.000427129,0.107784,0.122422,0.135729,0,0,0,0,0,15
1504,41,0.122367,0.00042595,0.108378,0.12234,0.136303,0,0,0,0,0,8
1505,42,0.122374,0.000423652,0.107641,0.122259,0.136213,0,0,0,0,0,13
1506,37,0.122346,0.000422158,0.10757,0.122178,0.136122,0,0,0,0,0,5
1507,40,0.122274,0.000421812,0.107498,0.122097,0.136032,0,0,0,0,0,13
1508,39,0.122299,0.000420817,0.107427,0.122016,0.135942,0,0,0,0,0,8
1509,41,0.12228,0.000420531,0.107356,0.121935,0.135852,0,0,0,0,0,10
1510,40,0.122331,0.000418982,0.107947,0.121854,0.135762,0,0,0,0,0,7
1511,39,0.122347,0.000420563,0.107876,0.121774,0.135672,0,0,0,0,0,10
1512,43,0.122319,0.000422078,0.107804,0.121693,0.135582,0,0,0,0,0,13
1513,40,0.1223,0.000420676,0.108394,0.121613,0.136153,0,0,0,0,0,8
1514,44,0.122219,0.00042012,0.107662,0.121532,0.135403,0,0,0,0,0,12
1515,38,0.122218,0.000417447,0.108911,0.121452,0.135314,0,0,0,0,0,5
1516,41,0.122181,0.000415348,0.10752,0.121372,0.135224,0,0,0,0,0,12
1517,38,0.122171,0.000416176,0.107449,0.121292,0.135135,0,0,0,0,0,7
1518,45,0.122161,0.000416484,0.107378,0.121212,0.135046,0,0,0,0,0,15
1519,35,0.122177,0.000415055,0.107307,0.121132,0.134957,0,0,0,0,0,11
1520,39,0.122228,0.000416566,0.108553,0.121053,0.135526,0,0,0,0,0,12
1521,38,0.122192,0.000416,0.108481,0.120973,0.135437,0,0,0,0,0,7
1522,37,0.122155,0.000416168,0.107096,0.120894,0.134691,0,0,0,0,0,10
1523,36,0.122136,0.000415883,0.107026,0.120814,0.134603,0,0,0,0,0,13
1524,37,0.122108,0.000413933,0.106955,0.120735,0.134514,0,0,0,0,0,11
1525,40,0.122055,0.000414229,0.106885,0.120656,0.135082,0,0,0,0,0,16
1526,36,0.122053,0.000413512,0.106815,0.120577,0.134993,0,0,0,0,0,10
1527,38,0.122087,0.000411885,0.10871,0.120498,0.134905,0,0,0,0,0,15
1528,34,0.122138,0.000407653,0.108639,0.120419,0.134817,0,0,0,0,0,13
1529,37,0.122189,0.000408906,0.108568,0.12034,0.134729,0,0,0,0,0,15
1530,38,0.122205,0.000406749,0.108497,0.120261,0.134641,0,0,0,0,0,10
1531,38,0.122151,0.0004071,0.106466,0.120183,0.134553,0,0,0,0,0,13
1532,34,0.122193,0.000409983,0.108355,0.120104,0.135117,0,0,0,0,0,5
1533,38,0.12214,0.000409186,0.106327,0.120026,0.134377,0,0,0,0,0,6
1534,40,0.122112,0.000409268,0.106258,0.119948,0.134289,0,0,0,0,0,8
1535,40,0.12205,0.000408048,0.106189,0.11987,0.134202,0,0,0,0,0,7
1536,42,0.122031,0.000410713,0.10612,0.119792,0.134115,0,0,0,0,0,10
1537,39,0.122056,0.000411237,0.106051,0.119714,0.134027,0,0,0,0,0,2
1538,40,0.121977,0.000410702,0.105982,0.119636,0.13394,0,0,0,0,0,5
1539,42,0.121932,0.000410872,0.105913,0.119558,0.133853,0,0,0,0,0,6
1540,48,0.121887,0.000410488,0.105844,0.119481,0.133766,0,0,0,0,0,11
1541,44,0.121895,0.000408622,0.105775,0.119403,0.133679,0,0,0,0,0,5
1542,47,0.121842,0.000407531,0.105707,0.119326,0.133593,0,0,0,0,0,11
1543,40,0.121849,0.000407121,0.105638,0.119248,0.133506,0,0,0,0,0,5
1544,41,0.121822,0.000407339,0.10557,0.119171,0.13342,0,0,0,0,0,6
1545,44,0.121752,0.000406727,0.105502,0.119094,0.133333,0,0,0,0,0,7
1546,43,0.121725,0.000408311,0.105433,0.119017,0.133247,0,0,0,0,0,7
1547,46,0.121724,0.000411341,0.105365,0.11894,0.133161,0,0,0,0,0,10
1548,42,0.121714,0.000410077,0.108527,0.119509,0.133721,0,0,0,0,0,3
1549,44,0.121635,0.000409548,0.105229,0.118786,0.132989,0,0,0,0,0,5
1550,46,0.1216,0.000410354,0.105161,0.11871,0.132903,0,0,0,0,0,6
1551,47,0.121582,0.000410577,0.105093,0.118633,0.132818,0,0,0,0,0,13
1552,42,0.121589,0.000411273,0.105026,0.118557,0.133376,0,0,0,0,0,7
1553,43,0.121588,0.000407068,0.104958,0.11848,0.13329,0,0,0,0,0,14
1554,41,0.121699,0.000406286,0.108108,0.119048,0.135779,0,0,0,0,0,12
1555,42,0.121689,0.000406575,0.108039,0.118971,0.135691,0,0,0,0,0,15
1556,38,0.121654,0.000406275,0.107326,0.118252,0.133676,0,0,0,0,0,15
1557,38,0.121644,0.000407395,0.107258,0.118818,0.13359,0,0,0,0,0,12
1558,44,0.121583,0.000407259,0.107189,0.118742,0.133504,0,0,0,0,0,14
1559,41,0.121539,0.000407254,0.10712,0.118666,0.133419,0,0,0,0,0,9
1560,39,0.121496,0.000407104,0.107051,0.11859,0.133333,0,0,0,0,0,9
1561,40,0.121495,0.000405819,0.108905,0.119795,0.13517,0,0,0,0,0,8
1562,43,0.121485,0.00040715,0.106914,0.118438,0.133163,0,0,0,0,0,13
1563,45,0.121467,0.000406147,0.106846,0.118362,0.133077,0,0,0,0,0,8
1564,43,0.121441,0.000405199,0.106777,0.118286,0.132992,0,0,0,0,0,10
1565,44,0.121397,0.00040489,0.107348,0.118211,0.132907,0,0,0,0,0,5
1566,45,0.12132,0.000404373,0.10728,0.118135,0.132822,0,0,0,0,0,10
1567,47,0.121268,0.000404851,0.107211,0.11806,0.132738,0,0,0,0,0,13
1568,41,0.121369,0.000404313,0.108418,0.121173,0.135204,0,0,0,0,0,14
1569,40,0.121377,0.000405024,0.107075,0.120459,0.133843,0,0,0,0,0,13
1570,38,0.12135,0.000403742,0.107006,0.120382,0.133758,0,0,0,0,0,13
1571,33,0.121358,0.000403219,0.106938,0.120306,0.133673,0,0,0,0,0,17
1572,28,0.121349,0.000403821,0.108142,0.120865,0.13486,0,0,0,0,0,13
1573,33,0.121322,0.000402857,0.106802,0.120153,0.133503,0,0,0,0,0,17
1574,33,0.121245,0.000402345,0.106734,0.120076,0.133418,0,0,0,0,0,15
1575,35,0.121194,0.000400469,0.106667,0.12,0.133333,0,0,0,0,0,18
1576,32,0.121244,0.000401741,0.106599,0.119924,0.133883,0,0,0,0,0,9
1577,35,0.12126,0.000400404,0.1078,0.119848,0.133798,0,0,0,0,0,13
1578,40,0.121251,0.000401425,0.107731,0.120406,0.133714,0,0,0,0,0,12
1579,40,0.121233,0.000401311,0.107663,0.120329,0.133629,0,0,0,0,0,16
1580,41,0.121232,0.000399181,0.107595,0.120253,0.133544,0,0,0,0,0,17
1581,39,0.121181,0.000398375,0.107527,0.12081,0.134092,0,0,0,0,0,13
1582,39,0.121129,0.000398081,0.107459,0.120101,0.133375,0,0,0,0,0,18
1583,34,0.121213,0.000397783,0.107391,0.120025,0.133291,0,0,0,0,0,11
1584,37,0.121263,0.000398469,0.107323,0.119949,0.133207,0,0,0,0,0,12
1585,35,0.121253,0.000397573,0.107256,0.120505,0.133754,0,0,0,0,0,9
1586,40,0.121253,0.000394201,0.107188,0.120429,0.13367,0,0,0,0,0,13
1587,33,0.12126,0.000393612,0.10712,0.119723,0.132955,0,0,0,0,0,8
1588,39,0.121234,0.000393932,0.107053,0.120277,0.133501,0,0,0,0,0,10
1589,38,0.121175,0.000393425,0.107615,0.120201,0.134676,0,0,0,0,0,9
1590,35,0.12114,0.000396629,0.106918,0.120126,0.133333,0,0,0,0,0,8
1591,35,0.121115,0.000396215,0.106851,0.12005,0.13325,0,0,0,0,0,5
1592,38,0.121072,0.000395456,0.106784,0.119975,0.133166,0,0,0,0,0,5
1593,43,0.121021,0.000395466,0.106717,0.1199,0.133082,0,0,0,0,0,12
1594,40,0.120987,0.000395058,0.10665,0.119824,0.132999,0,0,0,0,0,6
1595,43,0.120953,0.00039513,0.106583,0.119749,0.132915,0,0,0,0,0,10
1596,44,0.120944,0.000395516,0.106516,0.119674,0.132832,0,0,0,0,0,7
1597,48,0.120893,0.000394649,0.10645,0.119599,0.132749,0,0,0,0,0,8
1598,47,0.120851,0.000394339,0.106383,0.119524,0.132666,0,0,0,0,0,8
1599,47,0.120784,0.000393652,0.106316,0.11945,0.132583,0,0,0,0,0,8
1600,43,0.120767,0.000395058,0.10625,0.119375,0.1325,0,0,0,0,0,8
1601,42,0.120725,0.000394627,0.106184,0.1193,0.132417,0,0,0,0,0,8
1602,40,0.120716,0.000393941,0.106117,0.119226,0.132335,0,0,0,0,0,7
1603,39,0.120649,0.000393222,0.106051,0.119152,0.132252,0,0,0,0,0,8
1604,44,0.12059,0.000392474,0.105985,0.119077,0.13217,0,0,0,0,0,12
1605,41,0.120615,0.00038891,0.106542,0.119003,0.132087,0,0,0,0,0,4
1606,46,0.120573,0.000389114,0.106476,0.118929,0.132005,0,0,0,0,0,10
1607,44,0.120572,0.000389799,0.106409,0.118855,0.13379,0,0,0,0,0,7
1608,42,0.120556,0.000390313,0.106343,0.118781,0.133706,0,0,0,0,0,5
1609,44,0.120497,0.000389718,0.106277,0.118707,0.133623,0,0,0,0,0,6
1610,41,0.120455,0.000389258,0.106211,0.119255,0.13354,0,0,0,0,0,5
1611,41,0.120422,0.000387004,0.106145,0.119181,0.133457,0,0,0,0,0,8
1612,40,0.120372,0.000386323,0.106079,0.119107,0.133375,0,0,0,0,0,7
1613,41,0.120298,0.000385845,0.106014,0.119033,0.133292,0,0,0,0,0,4
1614,45,0.120256,0.000383992,0.105948,0.118959,0.133209,0,0,0,0,0,8
1615,50,0.120281,0.000385694,0.105882,0.118885,0.133127,0,0,0,0,0,13
1616,40,0.120289,0.000384643,0.107054,0.118812,0.133045,0,0,0,0,0,9
1617,42,0.120379,0.000387957,0.106988,0.119357,0.132962,0,0,0,0,0,16
1618,42,0.120379,0.000388283,0.106922,0.119283,0.134116,0,0,0,0,0,18
1619,37,0.120387,0.000388237,0.108091,0.119209,0.135269,0,0,0,0,0,18
1620,40,0.120379,0.000388371,0.10679,0.119136,0.133951,0,0,0,0,0,16
1621,41,0.120345,0.000387346,0.106724,0.119062,0.133868,0,0,0,0,0,15
1622,38,0.120395,0.00038634,0.107891,0.118989,0.135018,0,0,0,0,0,18
1623,38,0.120509,0.000386365,0.106593,0.118916,0.133703,0,0,0,0,0,16
1624,33,0.120534,0.000386496,0.106527,0.118842,0.133621,0,0,0,0,0,15
1625,37,0.120509,0.000386044,0.106462,0.118769,0.133538,0,0,0,0,0,16
1626,42,0.120566,0.000388505,0.107626,0.119311,0.134686,0,0,0,0,0,20
1627,35,0.120656,0.000386703,0.106331,0.118623,0.133374,0,0,0,0,0,15
1628,34,0.120647,0.000389117,0.106265,0.11855,0.133292,0,0,0,0,0,13
1629,33,0.120638,0.000390581,0.1062,0.118478,0.133824,0,0,0,0,0,14
1630,36,0.120663,0.000391365,0.106135,0.118405,0.134356,0,0,0,0,0,12
1631,36,0.120629,0.000389611,0.10607,0.118332,0.134273,0,0,0,0,0,10
1632,36,0.120654,0.000386842,0.106005,0.118873,0.134191,0,0,0,0,0,10
1633,37,0.120612,0.000385491,0.10594,0.1188,0.134109,0,0,0,0,0,13
1634,38,0.120571,0.000384611,0.107099,0.119951,0.134027,0,0,0,0,0,9
1635,39,0.120546,0.000386102,0.10581,0.118654,0.133945,0,0,0,0,0,10
1636,39,0.120562,0.000382548,0.105746,0.118582,0.133863,0,0,0,0,0,7
1637,42,0.120562,0.000381422,0.105681,0.119731,0.133781,0,0,0,0,0,10
1638,45,0.120529,0.000378129,0.107448,0.120269,0.1337,0,0,0,0,0,7
1639,42,0.12048,0.000378196,0.107383,0.120195,0.133618,0,0,0,0,0,4
1640,46,0.120423,0.000378261,0.105488,0.119512,0.133537,0,0,0,0,0,10
1641,40,0.120553,0.000378206,0.105424,0.120049,0.133455,0,0,0,0,0,8
1642,35,0.120536,0.000378273,0.105359,0.119976,0.133374,0,0,0,0,0,4
1643,37,0.120527,0.000378546,0.105295,0.119903,0.133293,0,0,0,0,0,7
1644,42,0.120487,0.00037764,0.105231,0.11983,0.133212,0,0,0,0,0,9
1645,40,0.120478,0.00037717,0.105167,0.119757,0.133131,0,0,0,0,0,6
1646,41,0.120413,0.000376725,0.105103,0.119684,0.13305,0,0,0,0,0,7
1647,37,0.12038,0.000376566,0.105039,0.119611,0.132969,0,0,0,0,0,8
1648,44,0.120413,0.000377217,0.104976,0.119539,0.132888,0,0,0,0,0,13
1649,37,0.120437,0.000377101,0.104912,0.119466,0.132808,0,0,0,0,0,10
1650,36,0.120461,0.000380129,0.104848,0.119394,0.132727,0,0,0,0,0,8
1651,41,0.12042,0.000381145,0.104785,0.119322,0.132647,0,0,0,0,0,12
1652,43,0.120428,0.000380412,0.104722,0.119249,0.132567,0,0,0,0,0,12
1653,37,0.120395,0.000379245,0.104658,0.119177,0.132486,0,0,0,0,0,7
1654,39,0.120331,0.000378723,0.104595,0.119105,0.132406,0,0,0,0,0,9
1655,42,0.12029,0.000378118,0.104532,0.119033,0.132326,0,0,0,0,0,8
1656,40,0.12029,0.000380289,0.104469,0.118961,0.132246,0,0,0,0,0,6
1657,42,0.120233,0.000379068,0.104406,0.11889,0.132167,0,0,0,0,0,5
1658,39,0.120161,0.000378611,0.104343,0.118818,0.132087,0,0,0,0,0,6
1659,42,0.120104,0.000377646,0.10428,0.118746,0.132007,0,0,0,0,0,10
1660,42,0.120104,0.000377266,0.104819,0.118675,0.131928,0,0,0,0,0,6
1661,44,0.120048,0.000377143,0.104756,0.118603,0.131848,0,0,0,0,0,8
1662,38,0.120064,0.000379733,0.104693,0.119735,0.131769,0,0,0,0,0,11
1663,40,0.120072,0.00037941,0.10463,0.119663,0.13169,0,0,0,0,0,10
1664,39,0.120096,0.000379107,0.104567,0.119591,0.131611,0,0,0,0,0,7
1665,43,0.12004,0.000378424,0.104505,0.11952,0.131532,0,0,0,0,0,9
1666,43,0.120008,0.000378104,0.104442,0.119448,0.132053,0,0,0,0,0,10
1667,45,0.119936,0.000377651,0.104379,0.119376,0.131974,0,0,0,0,0,7
1668,43,0.119896,0.000377123,0.104317,0.119305,0.131894,0,0,0,0,0,6
1669,42,0.119856,0.000375062,0.104254,0.119233,0.131815,0,0,0,0,0,8
1670,45,0.119848,0.000372732,0.104192,0.119162,0.131737,0,0,0,0,0,13
1671,39,0.11984,0.00037208,0.107121,0.11909,0.131658,0,0,0,0,0,11
1672,43,0.119801,0.000371996,0.107656,0.119617,0.134569,0,0,0,0,0,11
1673,41,0.119801,0.000368152,0.106993,0.118948,0.1315,0,0,0,0,0,12
1674,42,0.119753,0.000368142,0.10693,0.118877,0.131422,0,0,0,0,0,11
1675,40,0.119721,0.000366971,0.106866,0.118806,0.131343,0,0,0,0,0,13
1676,30,0.119785,0.000367402,0.107399,0.119928,0.134248,0,0,0,0,0,13
1677,34,0.119785,0.000367382,0.106738,0.119857,0.132976,0,0,0,0,0,17
1678,33,0.119793,0.000367887,0.107271,0.119785,0.134088,0,0,0,0,0,14
1679,32,0.119794,0.000367816,0.106611,0.119714,0.132817,0,0,0,0,0,13
1680,35,0.119722,0.000367378,0.106548,0.119643,0.132738,0,0,0,0,0,11
1681,36,0.119675,0.000366866,0.107079,0.120167,0.134444,0,0,0,0,0,13
1682,37,0.119651,0.000366418,0.10761,0.120095,0.134364,0,0,0,0,0,12
1683,39,0.119596,0.000366016,0.107546,0.120024,0.134284,0,0,0,0,0,14
1684,38,0.119565,0.000367085,0.107482,0.119952,0.134204,0,0,0,0,0,16
1685,38,0.119549,0.000366337,0.106825,0.119881,0.132344,0,0,0,0,0,15
1686,39,0.119494,0.000365181,0.106762,0.11981,0.132266,0,0,0,0,0,15
1687,37,0.119447,0.000365039,0.107291,0.119739,0.133966,0,0,0,0,0,12
1688,41,0.119415,0.00036438,0.107227,0.119668,0.133886,0,0,0,0,0,14
1689,36,0.119408,0.000362593,0.106572,0.119597,0.132031,0,0,0,0,0,13
1690,36,0.119408,0.000361836,0.106509,0.119527,0.131953,0,0,0,0,0,14
1691,38,0.119361,0.000361353,0.107629,0.119456,0.133649,0,0,0,0,0,9
1692,41,0.119314,0.000360878,0.106383,0.119385,0.131797,0,0,0,0,0,10
1693,39,0.119275,0.000360381,0.10632,0.119315,0.131719,0,0,0,0,0,8
1694,40,0.119237,0.000360533,0.106257,0.119244,0.131641,0,0,0,0,0,12
1695,34,0.11919,0.000361115,0.106195,0.119174,0.131563,0,0,0,0,0,9
1696,37,0.119206,0.000361602,0.106132,0.119104,0.131486,0,0,0,0,0,7
1697,40,0.119159,0.000361054,0.10607,0.119034,0.131408,0,0,0,0,0,7
1698,37,0.119113,0.000361062,0.106007,0.118963,0.131331,0,0,0,0,0,6
1699,38,0.119098,0.000360161,0.105945,0.118893,0.131254,0,0,0,0,0,6
1700,39,0.119067,0.000359235,0.105882,0.118824,0.131176,0,0,0,0,0,6
1701,46,0.119044,0.000359037,0.10582,0.118754,0.131099,0,0,0,0,0,9
1702,42,0.118989,0.000358458,0.106345,0.118684,0.131022,0,0,0,0,0,5
1703,46,0.118927,0.00035778,0.106283,0.118614,0.130945,0,0,0,0,0,11
1704,40,0.118873,0.000357037,0.106221,0.118545,0.130869,0,0,0,0,0,4
1705,46,0.118835,0.000357845,0.106158,0.118475,0.130792,0,0,0,0,0,9
1706,44,0.118835,0.000360343,0.106096,0.118406,0.130715,0,0,0,0,0,11
1707,44,0.118828,0.000361511,0.106034,0.118336,0.132396,0,0,0,0,0,12
1708,40,0.118852,0.00036276,0.105972,0.118852,0.132319,0,0,0,0,0,13
1709,39,0.118853,0.000364928,0.106495,0.118783,0.132826,0,0,0,0,0,12
1710,43,0.118885,0.000365394,0.105848,0.118713,0.132164,0,0,0,0,0,11
1711,39,0.118995,0.00036547,0.106371,0.119229,0.133255,0,0,0,0,0,14
1712,40,0.11898,0.000364533,0.105724,0.118575,0.132009,0,0,0,0,0,17
1713,33,0.118996,0.000362936,0.106246,0.119089,0.1331,0,0,0,0,0,11
1714,40,0.119004,0.000361568,0.105601,0.118436,0.131855,0,0,0,0,0,14
1715,37,0.118974,0.0003629,0.105539,0.118367,0.131778,0,0,0,0,0,7
1716,41,0.118928,0.000363748,0.105478,0.118298,0.131702,0,0,0,0,0,8
1717,40,0.118921,0.000365468,0.105416,0.118229,0.131625,0,0,0,0,0,7
1718,41,0.118851,0.000365043,0.105355,0.118161,0.131548,0,0,0,0,0,8
1719,40,0.118837,0.000363281,0.105294,0.118092,0.131472,0,0,0,0,0,9
1720,42,0.118806,0.000362687,0.105233,0.118023,0.131395,0,0,0,0,0,10
1721,41,0.118753,0.000362277,0.105171,0.117955,0.131319,0,0,0,0,0,7
1722,42,0.11873,0.000361582,0.10511,0.118467,0.131243,0,0,0,0,0,10
1723,46,0.118739,0.00036143,0.105049,0.118398,0.131167,0,0,0,0,0,12
1724,46,0.118685,0.000361306,0.104988,0.118329,0.131671,0,0,0,0,0,11
1725,46,0.118709,0.000358527,0.104928,0.118261,0.131594,0,0,0,0,0,15
1726,40,0.118664,0.000358149,0.104867,0.118192,0.131518,0,0,0,0,0,12
1727,39,0.118695,0.000358966,0.104806,0.118124,0.131442,0,0,0,0,0,14
1728,40,0.118665,0.00035725,0.105324,0.118634,0.131944,0,0,0,0,0,10
1729,40,0.118604,0.00035677,0.104685,0.117987,0.13129,0,0,0,0,0,10
1730,38,0.118582,0.000354614,0.105202,0.118497,0.131792,0,0,0,0,0,12
1731,38,0.118621,0.000355421,0.104564,0.117851,0.131138,0,0,0,0,0,12
1732,37,0.118614,0.000356681,0.104503,0.117783,0.131062,0,0,0,0,0,7
1733,32,0.118669,0.000352347,0.10502,0.117715,0.130987,0,0,0,0,0,8
1734,35,0.118662,0.000353904,0.10496,0.117647,0.130911,0,0,0,0,0,11
1735,33,0.118709,0.000355211,0.104899,0.118156,0.131412,0,0,0,0,0,10
1736,36,0.11874,0.000354889,0.104839,0.118664,0.131336,0,0,0,0,0,11
1737,35,0.118764,0.000354989,0.104778,0.11802,0.131261,0,0,0,0,0,7
1738,39,0.118719,0.000355839,0.104718,0.117952,0.131185,0,0,0,0,0,9
1739,42,0.118697,0.000355789,0.104658,0.117884,0.13111,0,0,0,0,0,7
1740,41,0.118651,0.000355171,0.104598,0.117816,0.131034,0,0,0,0,0,4
1741,42,0.118621,0.000355687,0.104538,0.117748,0.130959,0,0,0,0,0,6
1742,44,0.118615,0.000357014,0.104478,0.117681,0.130884,0,0,0,0,0,10
1743,41,0.1186,0.000357971,0.104418,0.117613,0.130809,0,0,0,0,0,7
1744,40,0.118578,0.000358389,0.104358,0.117546,0.130734,0,0,0,0,0,7
1745,44,0.118556,0.000360448,0.104298,0.117479,0.130659,0,0,0,0,0,8
1746,44,0.118534,0.000359532,0.104238,0.117411,0.130584,0,0,0,0,0,8
1747,43,0.118542,0.00035855,0.104179,0.117344,0.130509,0,0,0,0,0,9
1748,36,0.118551,0.000358004,0.104119,0.117277,0.130435,0,0,0,0,0,7
1749,38,0.118506,0.000357078,0.104059,0.11721,0.13036,0,0,0,0,0,8
