gnerations , DifferentNumberOfGenome , averageFitness , varianceFitness , FirstQuartileFitness , medianFitness , thirdQuartileFitness, averageMatch , variance Match ,FirstQuartileMatch , medianMatch , thirdMatch , alive 
641,35,0.13845,0.00101908,0.112324,0.137285,0.157566,0,0,0,0,0,18
642,33,0.138505,0.00101123,0.11215,0.138629,0.157321,0,0,0,0,0,18
643,34,0.138497,0.00101171,0.11353,0.138414,0.158631,0,0,0,0,0,9
644,38,0.138364,0.00101151,0.111801,0.138199,0.156832,0,0,0,0,0,11
645,37,0.138336,0.00100575,0.111628,0.137984,0.156589,0,0,0,0,0,9
646,41,0.138266,0.00100299,0.113003,0.139319,0.157895,0,0,0,0,0,9
647,38,0.138073,0.00100067,0.111283,0.137558,0.157651,0,0,0,0,0,6
648,40,0.137922,0.000999008,0.112654,0.138889,0.157407,0,0,0,0,0,6
649,41,0.137915,0.00100015,0.11094,0.137134,0.157165,0,0,0,0,0,5
650,36,0.13801,0.000988325,0.115385,0.138462,0.156923,0,0,0,0,0,5
651,41,0.137962,0.000985915,0.115207,0.138249,0.156682,0,0,0,0,0,9
652,37,0.138037,0.000982536,0.113497,0.138037,0.156442,0,0,0,0,0,9
653,45,0.138193,0.000983959,0.114855,0.137825,0.156202,0,0,0,0,0,14
654,41,0.138328,0.000985472,0.114679,0.137615,0.155963,0,0,0,0,0,5
655,40,0.138198,0.000980478,0.114504,0.137405,0.155725,0,0,0,0,0,7
656,42,0.137988,0.000977491,0.114329,0.137195,0.155488,0,0,0,0,0,7
657,45,0.1379,0.00097604,0.114155,0.138508,0.155251,0,0,0,0,0,9
658,42,0.13771,0.000972946,0.113982,0.138298,0.155015,0,0,0,0,0,6
659,44,0.137521,0.00097054,0.113809,0.138088,0.15478,0,0,0,0,0,6
660,38,0.137354,0.000965993,0.113636,0.137879,0.154545,0,0,0,0,0,5
661,40,0.137226,0.000958634,0.113464,0.13767,0.154312,0,0,0,0,0,5
662,39,0.1371,0.000964567,0.113293,0.135952,0.154079,0,0,0,0,0,5
663,39,0.136893,0.00096166,0.113122,0.137255,0.153846,0,0,0,0,0,7
664,46,0.136787,0.000960068,0.112952,0.137048,0.153614,0,0,0,0,0,13
665,41,0.136822,0.000953994,0.112782,0.136842,0.157895,0,0,0,0,0,7
666,40,0.136777,0.000954358,0.112613,0.136637,0.157658,0,0,0,0,0,7
667,39,0.136672,0.000951071,0.112444,0.136432,0.157421,0,0,0,0,0,8
668,42,0.136487,0.000946393,0.112275,0.134731,0.152695,0,0,0,0,0,9
669,41,0.136343,0.000945527,0.112108,0.136024,0.156951,0,0,0,0,0,9
670,42,0.136318,0.000953105,0.11194,0.135821,0.156716,0,0,0,0,0,11
671,39,0.136314,0.000954353,0.111773,0.135618,0.156483,0,0,0,0,0,13
672,37,0.13625,0.000959127,0.111607,0.135417,0.154762,0,0,0,0,0,12
673,39,0.136107,0.000960033,0.111441,0.135215,0.156018,0,0,0,0,0,9
674,39,0.136063,0.000958993,0.111276,0.135015,0.155786,0,0,0,0,0,11
675,41,0.136079,0.000949945,0.115556,0.134815,0.155556,0,0,0,0,0,13
676,38,0.136154,0.000949572,0.115385,0.134615,0.155325,0,0,0,0,0,11
677,38,0.136091,0.000950021,0.115214,0.134417,0.156573,0,0,0,0,0,9
678,41,0.135929,0.000946218,0.115044,0.134218,0.156342,0,0,0,0,0,11
679,40,0.135827,0.000942249,0.114875,0.135493,0.156112,0,0,0,0,0,6
680,40,0.135647,0.000940072,0.114706,0.135294,0.155882,0,0,0,0,0,4
681,40,0.135467,0.000937845,0.113069,0.133627,0.154185,0,0,0,0,0,3
682,43,0.135308,0.000941831,0.11437,0.134897,0.155425,0,0,0,0,0,6
683,43,0.135266,0.00093595,0.118594,0.1347,0.155198,0,0,0,0,0,10
684,45,0.135244,0.000929424,0.118421,0.134503,0.154971,0,0,0,0,0,8
685,47,0.135144,0.000923234,0.118248,0.134307,0.154745,0,0,0,0,0,11
686,42,0.13518,0.000922367,0.118076,0.134111,0.153061,0,0,0,0,0,15
687,44,0.13508,0.000920682,0.117904,0.135371,0.15575,0,0,0,0,0,14
688,43,0.135194,0.000926148,0.117733,0.135174,0.155523,0,0,0,0,0,14
689,46,0.135327,0.000925615,0.117562,0.134978,0.155298,0,0,0,0,0,17
690,46,0.135285,0.000926164,0.117391,0.134783,0.155072,0,0,0,0,0,13
691,43,0.135205,0.000920284,0.117221,0.136035,0.156295,0,0,0,0,0,10
692,38,0.135164,0.000921143,0.117052,0.134393,0.154624,0,0,0,0,0,8
693,39,0.135026,0.000917145,0.118326,0.134393,0.154401,0,0,0,0,0,8
694,43,0.13487,0.000916321,0.118156,0.135447,0.15562,0,0,0,0,0,9
695,42,0.134868,0.000915361,0.117986,0.135252,0.155396,0,0,0,0,0,9
696,41,0.134751,0.000915483,0.117816,0.135057,0.156609,0,0,0,0,0,8
697,44,0.134653,0.000916942,0.117647,0.134864,0.156385,0,0,0,0,0,11
698,41,0.134479,0.000914899,0.117479,0.13467,0.15616,0,0,0,0,0,11
699,41,0.134421,0.000912889,0.11731,0.134478,0.155937,0,0,0,0,0,14
700,47,0.134362,0.000913845,0.117143,0.134286,0.155714,0,0,0,0,0,13
701,42,0.134303,0.000911879,0.116976,0.134094,0.155492,0,0,0,0,0,12
702,43,0.134245,0.000909995,0.116809,0.133903,0.155271,0,0,0,0,0,12
703,35,0.134376,0.000921356,0.116643,0.133713,0.15505,0,0,0,0,0,11
704,36,0.134337,0.000920507,0.116477,0.133523,0.15483,0,0,0,0,0,11
705,34,0.134298,0.000920472,0.116312,0.133333,0.156028,0,0,0,0,0,10
706,33,0.134183,0.000919909,0.116147,0.133144,0.154391,0,0,0,0,0,9
707,33,0.134125,0.000924352,0.115983,0.132956,0.155587,0,0,0,0,0,8
708,34,0.134087,0.00092722,0.115819,0.132768,0.153955,0,0,0,0,0,10
709,31,0.134123,0.000931123,0.115656,0.132581,0.153738,0,0,0,0,0,9
710,38,0.133991,0.000934806,0.11831,0.132394,0.15493,0,0,0,0,0,12
711,40,0.133896,0.000932952,0.118143,0.132208,0.154712,0,0,0,0,0,13
712,42,0.133801,0.000932297,0.115169,0.132022,0.15309,0,0,0,0,0,9
713,43,0.13367,0.000934333,0.115007,0.131837,0.152875,0,0,0,0,0,8
714,44,0.133539,0.000929862,0.119048,0.133053,0.154062,0,0,0,0,0,8
715,40,0.133464,0.000926568,0.118881,0.132867,0.153846,0,0,0,0,0,10
716,41,0.133389,0.000922015,0.118715,0.132682,0.155028,0,0,0,0,0,11
717,45,0.133352,0.000918953,0.11855,0.132497,0.156206,0,0,0,0,0,11
718,44,0.133203,0.000916848,0.116992,0.130919,0.151811,0,0,0,0,0,10
719,40,0.133259,0.000911723,0.11822,0.132128,0.155772,0,0,0,0,0,13
720,43,0.133204,0.000911017,0.118056,0.131944,0.155556,0,0,0,0,0,12
721,41,0.133204,0.000907531,0.117892,0.131761,0.15534,0,0,0,0,0,9
722,43,0.133186,0.000903515,0.117729,0.131579,0.155125,0,0,0,0,0,14
723,39,0.133186,0.000905544,0.116183,0.130014,0.15491,0,0,0,0,0,11
724,41,0.133076,0.000905014,0.116022,0.131215,0.154696,0,0,0,0,0,14
725,40,0.133039,0.000907684,0.115862,0.131034,0.154483,0,0,0,0,0,14
726,42,0.132948,0.00090453,0.115702,0.132231,0.15427,0,0,0,0,0,12
727,45,0.132765,0.000902044,0.115543,0.13205,0.154058,0,0,0,0,0,14
728,41,0.132674,0.000900862,0.116758,0.131868,0.153846,0,0,0,0,0,10
729,37,0.13262,0.000897543,0.116598,0.131687,0.153635,0,0,0,0,0,6
730,41,0.132584,0.000885384,0.116438,0.131507,0.153425,0,0,0,0,0,13
731,42,0.132695,0.000884446,0.116279,0.131327,0.153215,0,0,0,0,0,16
732,36,0.132587,0.000886704,0.11612,0.131148,0.153005,0,0,0,0,0,10
733,37,0.132569,0.000889323,0.115962,0.130969,0.152797,0,0,0,0,0,14
734,37,0.132516,0.00088873,0.115804,0.13079,0.152589,0,0,0,0,0,13
735,38,0.132354,0.000887757,0.115646,0.130612,0.152381,0,0,0,0,0,13
736,41,0.132373,0.00088705,0.116848,0.130435,0.153533,0,0,0,0,0,16
737,39,0.132465,0.000888601,0.116689,0.130258,0.153324,0,0,0,0,0,12
738,41,0.132394,0.000885656,0.115176,0.130081,0.153117,0,0,0,0,0,12
739,35,0.132413,0.000881157,0.116373,0.129905,0.152909,0,0,0,0,0,12
740,31,0.132378,0.000876087,0.116216,0.12973,0.152703,0,0,0,0,0,5
741,35,0.132272,0.000871881,0.116059,0.129555,0.152497,0,0,0,0,0,10
742,42,0.132183,0.000876181,0.115903,0.12938,0.152291,0,0,0,0,0,12
743,35,0.132113,0.000872775,0.115747,0.129206,0.152086,0,0,0,0,0,9
744,38,0.132025,0.000878212,0.115591,0.129032,0.151882,0,0,0,0,0,11
745,38,0.132009,0.000876861,0.115436,0.128859,0.151678,0,0,0,0,0,9
746,34,0.131868,0.000874238,0.115282,0.128686,0.151475,0,0,0,0,0,6
747,41,0.131727,0.000871479,0.115127,0.131191,0.151272,0,0,0,0,0,11
748,42,0.131658,0.000871408,0.114973,0.131016,0.152406,0,0,0,0,0,12
749,39,0.131571,0.000868271,0.11482,0.130841,0.152203,0,0,0,0,0,11
750,43,0.131502,0.000866028,0.114667,0.130667,0.152,0,0,0,0,0,15
751,37,0.131593,0.000861766,0.114514,0.130493,0.153129,0,0,0,0,0,9
752,37,0.131578,0.000853181,0.114362,0.128989,0.151596,0,0,0,0,0,15
753,38,0.131492,0.000855459,0.11421,0.128818,0.151394,0,0,0,0,0,18
754,31,0.131583,0.000874712,0.114058,0.128647,0.151194,0,0,0,0,0,14
755,35,0.13162,0.00088622,0.113907,0.128477,0.150993,0,0,0,0,0,18
756,33,0.131693,0.000882685,0.113757,0.128307,0.150794,0,0,0,0,0,20
757,31,0.131572,0.000879785,0.113606,0.1321,0.151915,0,0,0,0,0,12
758,34,0.131504,0.000877426,0.113456,0.131926,0.151715,0,0,0,0,0,17
759,37,0.131489,0.00088844,0.113307,0.130435,0.150198,0,0,0,0,0,19
760,34,0.131596,0.000890466,0.113158,0.130263,0.15,0,0,0,0,0,15
761,37,0.131809,0.000878157,0.113009,0.131406,0.151117,0,0,0,0,0,21
762,33,0.131951,0.000864525,0.112861,0.131234,0.150919,0,0,0,0,0,13
763,35,0.131935,0.00085988,0.115334,0.131062,0.150721,0,0,0,0,0,15
764,36,0.131832,0.000858418,0.115183,0.129581,0.149215,0,0,0,0,0,20
765,30,0.13173,0.000856403,0.115033,0.129412,0.14902,0,0,0,0,0,18
766,33,0.13168,0.00085443,0.114883,0.129243,0.150131,0,0,0,0,0,18
767,40,0.131664,0.000850035,0.116037,0.130378,0.149935,0,0,0,0,0,24
768,35,0.131806,0.000860215,0.115885,0.130208,0.14974,0,0,0,0,0,12
769,39,0.131756,0.00086035,0.115735,0.130039,0.149545,0,0,0,0,0,14
770,39,0.131792,0.000860465,0.114286,0.12987,0.149351,0,0,0,0,0,11
771,34,0.131812,0.000861303,0.114137,0.129702,0.149157,0,0,0,0,0,5
772,42,0.131658,0.00086041,0.115285,0.132124,0.148964,0,0,0,0,0,13
773,36,0.131591,0.000861127,0.113842,0.129366,0.148771,0,0,0,0,0,6
774,34,0.131542,0.000854547,0.113695,0.131783,0.148579,0,0,0,0,0,3
775,39,0.131458,0.000859414,0.114839,0.131613,0.148387,0,0,0,0,0,7
776,40,0.131306,0.000858556,0.114691,0.131443,0.148196,0,0,0,0,0,7
777,41,0.13124,0.000855924,0.114543,0.131274,0.149292,0,0,0,0,0,6
778,44,0.131174,0.000851122,0.114396,0.131105,0.1491,0,0,0,0,0,15
779,37,0.131262,0.000842575,0.114249,0.130937,0.147625,0,0,0,0,0,9
780,42,0.131162,0.000838438,0.114103,0.130769,0.148718,0,0,0,0,0,17
781,39,0.131302,0.000830973,0.113956,0.130602,0.148528,0,0,0,0,0,19
782,34,0.131253,0.000830085,0.113811,0.130435,0.147059,0,0,0,0,0,13
783,39,0.13129,0.000827112,0.113665,0.130268,0.148148,0,0,0,0,0,21
784,37,0.131259,0.000831909,0.11352,0.130102,0.147959,0,0,0,0,0,18
785,29,0.131431,0.000833694,0.113376,0.129936,0.147771,0,0,0,0,0,10
786,35,0.131383,0.000836407,0.113232,0.129771,0.147583,0,0,0,0,0,8
787,36,0.131266,0.000834526,0.113088,0.129606,0.147395,0,0,0,0,0,9
788,36,0.131184,0.000832228,0.112944,0.129442,0.147208,0,0,0,0,0,9
789,38,0.131136,0.000834214,0.112801,0.129278,0.148289,0,0,0,0,0,10
790,37,0.131055,0.000832701,0.112658,0.129114,0.146835,0,0,0,0,0,6
791,37,0.131024,0.000832656,0.11378,0.128951,0.147914,0,0,0,0,0,8
792,41,0.130909,0.000829344,0.113636,0.128788,0.147727,0,0,0,0,0,13
793,32,0.130963,0.000824859,0.112232,0.128625,0.147541,0,0,0,0,0,7
794,36,0.130999,0.000815499,0.112091,0.128463,0.147355,0,0,0,0,0,11
795,40,0.130885,0.000814309,0.113208,0.12956,0.14717,0,0,0,0,0,16
796,37,0.130921,0.000818468,0.113065,0.129397,0.146985,0,0,0,0,0,18
797,36,0.130841,0.000823396,0.112923,0.129235,0.146801,0,0,0,0,0,12
798,38,0.130794,0.000827037,0.112782,0.129073,0.146617,0,0,0,0,0,13
799,42,0.130697,0.000823774,0.112641,0.128911,0.146433,0,0,0,0,0,18
800,44,0.130683,0.000825887,0.11125,0.12875,0.14625,0,0,0,0,0,20
801,38,0.130703,0.000832375,0.111111,0.128589,0.146067,0,0,0,0,0,18
802,33,0.130773,0.000837431,0.112219,0.128429,0.145885,0,0,0,0,0,14
803,35,0.13066,0.000836827,0.11208,0.128269,0.145704,0,0,0,0,0,19
804,30,0.130779,0.00082637,0.113184,0.129353,0.146766,0,0,0,0,0,14
805,33,0.130749,0.000820343,0.113043,0.129193,0.146584,0,0,0,0,0,15
806,37,0.13067,0.000819132,0.112903,0.129032,0.146402,0,0,0,0,0,14
807,39,0.130706,0.0008192,0.112763,0.130112,0.146221,0,0,0,0,0,21
808,32,0.130875,0.000801968,0.112624,0.131188,0.14604,0,0,0,0,0,12
809,32,0.130828,0.000799414,0.112485,0.12979,0.145859,0,0,0,0,0,10
810,31,0.130831,0.000801381,0.112346,0.130864,0.145679,0,0,0,0,0,11
811,34,0.130736,0.000800095,0.112207,0.130703,0.145499,0,0,0,0,0,10
812,36,0.130657,0.000802987,0.112069,0.130542,0.14532,0,0,0,0,0,13
813,34,0.130693,0.000809361,0.111931,0.130381,0.145141,0,0,0,0,0,9
814,37,0.13068,0.000810017,0.111794,0.13145,0.146192,0,0,0,0,0,14
815,37,0.13065,0.000804762,0.111656,0.131288,0.146012,0,0,0,0,0,9
816,38,0.130556,0.000802109,0.11152,0.131127,0.145833,0,0,0,0,0,12
817,38,0.130461,0.000803892,0.111383,0.132191,0.145655,0,0,0,0,0,11
818,42,0.130546,0.00080078,0.111247,0.132029,0.145477,0,0,0,0,0,18
819,39,0.130777,0.00079351,0.111111,0.130647,0.145299,0,0,0,0,0,16
820,37,0.130797,0.000793857,0.110976,0.130488,0.145122,0,0,0,0,0,15
821,35,0.130816,0.000794017,0.11084,0.130329,0.144945,0,0,0,0,0,13
822,33,0.130787,0.00079068,0.110706,0.13017,0.144769,0,0,0,0,0,7
823,36,0.130725,0.000792843,0.110571,0.130012,0.144593,0,0,0,0,0,7
824,36,0.130777,0.000793031,0.11165,0.131068,0.145631,0,0,0,0,0,9
825,38,0.130747,0.000791638,0.110303,0.129697,0.145455,0,0,0,0,0,14
826,34,0.130718,0.000790451,0.110169,0.12954,0.145278,0,0,0,0,0,12
827,37,0.13077,0.000791805,0.111245,0.129383,0.145103,0,0,0,0,0,14
828,41,0.130853,0.000785568,0.111111,0.129227,0.144928,0,0,0,0,0,16
829,42,0.131001,0.000782103,0.112183,0.129071,0.144753,0,0,0,0,0,15
830,37,0.131084,0.000771588,0.112048,0.13012,0.144578,0,0,0,0,0,12
831,39,0.131135,0.000772318,0.113117,0.131167,0.146811,0,0,0,0,0,14
832,44,0.131138,0.000771487,0.112981,0.13101,0.146635,0,0,0,0,0,20
833,41,0.131092,0.000769153,0.111645,0.129652,0.146459,0,0,0,0,0,21
834,36,0.131159,0.000767804,0.11271,0.131894,0.146283,0,0,0,0,0,15
835,35,0.13113,0.000766061,0.111377,0.129341,0.146108,0,0,0,0,0,14
836,36,0.131053,0.000767276,0.111244,0.129187,0.145933,0,0,0,0,0,13
837,34,0.131008,0.000757232,0.111111,0.129032,0.145759,0,0,0,0,0,10
838,34,0.130867,0.000755647,0.110979,0.128878,0.145585,0,0,0,0,0,9
839,40,0.130727,0.00075547,0.112038,0.131108,0.145411,0,0,0,0,0,11
840,40,0.13073,0.000758076,0.111905,0.130952,0.145238,0,0,0,0,0,12
841,40,0.130781,0.000753251,0.111772,0.130797,0.146254,0,0,0,0,0,11
842,37,0.130752,0.000747576,0.112827,0.130641,0.146081,0,0,0,0,0,8
843,39,0.130629,0.000745383,0.112693,0.130486,0.145907,0,0,0,0,0,9
844,38,0.130521,0.00073969,0.112559,0.130332,0.145735,0,0,0,0,0,11
845,33,0.130588,0.000742401,0.112426,0.130178,0.144379,0,0,0,0,0,5
846,37,0.130528,0.000739145,0.112293,0.130024,0.146572,0,0,0,0,0,9
847,34,0.130547,0.000733944,0.112161,0.12987,0.144038,0,0,0,0,0,10
848,40,0.130456,0.00073168,0.112028,0.129717,0.146226,0,0,0,0,0,6
849,41,0.130334,0.000730243,0.111896,0.129564,0.146054,0,0,0,0,0,7
850,42,0.130275,0.000730291,0.111765,0.129412,0.145882,0,0,0,0,0,14
851,47,0.130294,0.000730035,0.111633,0.12926,0.143361,0,0,0,0,0,14
852,42,0.130344,0.000730561,0.111502,0.129108,0.14554,0,0,0,0,0,12
853,37,0.130285,0.000726556,0.111372,0.128957,0.145369,0,0,0,0,0,9
854,36,0.130226,0.000724781,0.111241,0.128806,0.142857,0,0,0,0,0,7
855,41,0.13009,0.000723024,0.111111,0.128655,0.145029,0,0,0,0,0,14
856,36,0.130031,0.000718111,0.110981,0.129673,0.14486,0,0,0,0,0,5
857,40,0.129895,0.000715245,0.110852,0.129522,0.142357,0,0,0,0,0,10
858,43,0.12979,0.000713632,0.110723,0.129371,0.144522,0,0,0,0,0,14
859,39,0.129934,0.000718522,0.110594,0.12922,0.142026,0,0,0,0,0,16
860,36,0.130109,0.00072571,0.112791,0.12907,0.144186,0,0,0,0,0,12
861,38,0.130097,0.000728663,0.11266,0.12892,0.144019,0,0,0,0,0,14
862,41,0.130039,0.00072933,0.112529,0.12877,0.143852,0,0,0,0,0,17
863,40,0.130042,0.000730663,0.110081,0.128621,0.143685,0,0,0,0,0,19
864,33,0.130108,0.000723133,0.112269,0.128472,0.143519,0,0,0,0,0,19
865,32,0.130312,0.000725862,0.112139,0.128324,0.146821,0,0,0,0,0,17
866,36,0.130485,0.000718229,0.112009,0.128176,0.143187,0,0,0,0,0,21
867,31,0.130504,0.000716881,0.11188,0.129181,0.147636,0,0,0,0,0,13
868,35,0.130461,0.00070982,0.114055,0.129032,0.147465,0,0,0,0,0,14
869,32,0.130433,0.000701042,0.113924,0.128884,0.147296,0,0,0,0,0,15
870,34,0.130467,0.000695235,0.111494,0.127586,0.147126,0,0,0,0,0,9
871,36,0.130409,0.000693594,0.111366,0.128588,0.146958,0,0,0,0,0,10
872,37,0.130336,0.000697525,0.111239,0.12844,0.146789,0,0,0,0,0,11
873,37,0.130447,0.000699233,0.111111,0.128293,0.146621,0,0,0,0,0,12
874,36,0.130465,0.00069746,0.110984,0.128146,0.146453,0,0,0,0,0,12
875,37,0.13053,0.000695773,0.110857,0.128,0.146286,0,0,0,0,0,6
876,38,0.130381,0.000694185,0.110731,0.127854,0.146119,0,0,0,0,0,8
877,42,0.130308,0.000695039,0.112885,0.127708,0.145952,0,0,0,0,0,11
878,40,0.130342,0.000692097,0.112756,0.127563,0.145786,0,0,0,0,0,8
879,39,0.13033,0.000692732,0.112628,0.127418,0.147895,0,0,0,0,0,7
880,44,0.130288,0.000696987,0.1125,0.127273,0.148864,0,0,0,0,0,13
881,37,0.130216,0.000699187,0.112372,0.127128,0.14756,0,0,0,0,0,5
882,38,0.130144,0.000698245,0.112245,0.128118,0.148526,0,0,0,0,0,5
883,36,0.130147,0.000698287,0.11325,0.127973,0.148358,0,0,0,0,0,5
884,41,0.13006,0.000696886,0.113122,0.127828,0.14819,0,0,0,0,0,7
885,46,0.129959,0.000695943,0.112994,0.127684,0.148023,0,0,0,0,0,11
886,46,0.130083,0.000703361,0.112867,0.12754,0.148984,0,0,0,0,0,10
887,45,0.130086,0.000699499,0.11274,0.127396,0.148816,0,0,0,0,0,8
888,45,0.13015,0.000699049,0.112613,0.127252,0.148649,0,0,0,0,0,10
889,43,0.130064,0.000697835,0.112486,0.128234,0.148481,0,0,0,0,0,8
890,45,0.129948,0.000693532,0.11236,0.12809,0.148315,0,0,0,0,0,9
891,48,0.129936,0.000687713,0.112233,0.127946,0.148148,0,0,0,0,0,18
892,46,0.13,0.000691764,0.113229,0.127803,0.147982,0,0,0,0,0,16
893,42,0.129989,0.000691129,0.113102,0.12766,0.147816,0,0,0,0,0,12
894,40,0.129918,0.000695654,0.111857,0.127517,0.145414,0,0,0,0,0,11
895,42,0.129818,0.000693701,0.112849,0.127374,0.147486,0,0,0,0,0,14
896,44,0.129732,0.000695148,0.112723,0.127232,0.147321,0,0,0,0,0,17
897,42,0.129677,0.000694106,0.111483,0.12709,0.144928,0,0,0,0,0,19
898,40,0.129755,0.000697131,0.111359,0.126949,0.144766,0,0,0,0,0,19
899,39,0.129685,0.000696859,0.111235,0.126808,0.144605,0,0,0,0,0,18
900,37,0.129689,0.000698455,0.112222,0.126667,0.146667,0,0,0,0,0,12
901,37,0.129826,0.000699218,0.112098,0.127636,0.147614,0,0,0,0,0,12
902,43,0.129786,0.000697811,0.111973,0.128603,0.14745,0,0,0,0,0,13
903,38,0.129878,0.00071243,0.111849,0.128461,0.147287,0,0,0,0,0,12
904,37,0.129867,0.000714328,0.111726,0.128319,0.147124,0,0,0,0,0,12
905,32,0.130004,0.00070964,0.111602,0.128177,0.146961,0,0,0,0,0,12
906,32,0.129919,0.000707986,0.112583,0.128035,0.146799,0,0,0,0,0,10
907,36,0.129864,0.000709393,0.112459,0.127894,0.146637,0,0,0,0,0,13
908,35,0.129794,0.000710658,0.111233,0.127753,0.146476,0,0,0,0,0,15
909,37,0.129813,0.000712494,0.112211,0.127613,0.146315,0,0,0,0,0,17
910,34,0.129846,0.000717725,0.112088,0.127473,0.146154,0,0,0,0,0,19
911,34,0.129865,0.000717015,0.113063,0.127333,0.147091,0,0,0,0,0,20
912,34,0.129912,0.000721035,0.112939,0.127193,0.14693,0,0,0,0,0,23
913,35,0.130179,0.00072964,0.112815,0.127054,0.148959,0,0,0,0,0,22
914,36,0.13046,0.000747074,0.112691,0.126915,0.148796,0,0,0,0,0,20
915,30,0.130594,0.000747338,0.112568,0.126776,0.148634,0,0,0,0,0,13
916,33,0.130568,0.00074738,0.112445,0.126638,0.148472,0,0,0,0,0,14
917,31,0.130483,0.000743673,0.112323,0.126499,0.14831,0,0,0,0,0,13
918,29,0.130399,0.000743202,0.1122,0.126362,0.148148,0,0,0,0,0,9
919,29,0.130417,0.000736973,0.112078,0.126224,0.147987,0,0,0,0,0,13
920,32,0.130435,0.000732325,0.111957,0.126087,0.147826,0,0,0,0,0,13
921,31,0.130438,0.000734173,0.111835,0.128122,0.148751,0,0,0,0,0,10
922,33,0.130456,0.000732243,0.111714,0.127983,0.14859,0,0,0,0,0,5
923,39,0.130401,0.000736576,0.111593,0.127844,0.148429,0,0,0,0,0,13
924,39,0.130404,0.000737941,0.111472,0.127706,0.148268,0,0,0,0,0,10
925,44,0.130364,0.00073799,0.111351,0.127568,0.148108,0,0,0,0,0,13
926,42,0.130338,0.00073434,0.111231,0.12743,0.147948,0,0,0,0,0,8
927,41,0.130255,0.000733443,0.111111,0.127292,0.147789,0,0,0,0,0,6
928,42,0.130216,0.000731862,0.112069,0.127155,0.147629,0,0,0,0,0,9
929,35,0.130262,0.000726841,0.110872,0.127018,0.14747,0,0,0,0,0,4
930,40,0.130208,0.000718979,0.110753,0.126882,0.147312,0,0,0,0,0,11
931,41,0.130211,0.000712709,0.111708,0.126745,0.148228,0,0,0,0,0,6
932,40,0.130072,0.000711181,0.111588,0.126609,0.148069,0,0,0,0,0,8
933,38,0.130118,0.000709088,0.110397,0.126474,0.146838,0,0,0,0,0,3
934,44,0.130007,0.000708004,0.111349,0.126338,0.147752,0,0,0,0,0,11
935,44,0.129968,0.000705764,0.11123,0.127273,0.147594,0,0,0,0,0,8
936,43,0.129858,0.000705624,0.111111,0.127137,0.147436,0,0,0,0,0,10
937,42,0.129847,0.000706732,0.110993,0.127001,0.147279,0,0,0,0,0,6
938,43,0.129751,0.000705846,0.109808,0.1258,0.147122,0,0,0,0,0,5
939,45,0.12967,0.000703649,0.110756,0.126731,0.146965,0,0,0,0,0,6
940,40,0.129532,0.000702153,0.110638,0.126596,0.146809,0,0,0,0,0,1
941,48,0.129408,0.000699358,0.110521,0.125399,0.146652,0,0,0,0,0,11
942,44,0.129384,0.000695211,0.110403,0.126327,0.146497,0,0,0,0,0,6
943,45,0.129261,0.000692976,0.110286,0.126193,0.146341,0,0,0,0,0,8
944,41,0.129138,0.000690719,0.110169,0.126059,0.146186,0,0,0,0,0,3
945,46,0.129072,0.000693522,0.110053,0.125926,0.146032,0,0,0,0,0,11
946,46,0.129049,0.000690054,0.109937,0.124736,0.145877,0,0,0,0,0,11
947,42,0.129039,0.000689972,0.10982,0.124604,0.145723,0,0,0,0,0,14
948,41,0.129072,0.000690495,0.109705,0.125527,0.14557,0,0,0,0,0,6
949,43,0.128936,0.00068904,0.109589,0.127503,0.145416,0,0,0,0,0,5
950,44,0.12887,0.000689822,0.109474,0.127368,0.145263,0,0,0,0,0,6
951,42,0.128777,0.000689615,0.109359,0.125131,0.14511,0,0,0,0,0,1
952,49,0.128641,0.000688167,0.109244,0.127101,0.144958,0,0,0,0,0,11
953,44,0.12859,0.000683023,0.109129,0.126967,0.144806,0,0,0,0,0,7
954,44,0.128539,0.000682221,0.109015,0.128931,0.144654,0,0,0,0,0,8
955,41,0.128489,0.000678717,0.108901,0.126702,0.144503,0,0,0,0,0,3
956,45,0.128354,0.000677298,0.109833,0.128661,0.144351,0,0,0,0,0,8
957,44,0.128318,0.000677026,0.109718,0.128527,0.145246,0,0,0,0,0,9
958,48,0.128281,0.000666128,0.109603,0.128392,0.145094,0,0,0,0,0,19
959,41,0.128342,0.000665006,0.109489,0.129301,0.144943,0,0,0,0,0,16
960,40,0.128306,0.000663437,0.109375,0.128125,0.14375,0,0,0,0,0,13
961,42,0.128172,0.000662057,0.109261,0.127992,0.1436,0,0,0,0,0,11
962,39,0.128177,0.000655656,0.109148,0.128898,0.144491,0,0,0,0,0,5
963,44,0.128058,0.000653926,0.109034,0.127726,0.143302,0,0,0,0,0,10
964,40,0.127981,0.000650665,0.109959,0.128631,0.144191,0,0,0,0,0,7
965,45,0.127889,0.000649785,0.109845,0.128497,0.144041,0,0,0,0,0,8
966,42,0.127771,0.000647928,0.109731,0.128364,0.142857,0,0,0,0,0,3
967,45,0.127653,0.000646248,0.109617,0.128232,0.143744,0,0,0,0,0,6
968,45,0.127686,0.000648464,0.109504,0.128099,0.145661,0,0,0,0,0,6
969,43,0.127623,0.000645943,0.109391,0.127967,0.145511,0,0,0,0,0,11
970,45,0.127601,0.00064938,0.109278,0.127835,0.145361,0,0,0,0,0,10
971,44,0.127607,0.000646901,0.109166,0.127703,0.145211,0,0,0,0,0,9
