0.0769231,0.115385,0.0769231,0.0769231,0.115385,0,0,0,0.307692,0.230769,0.192308,0.269231,0.269231,0.769231,0.0384615,1.07692,0.230769,0.538462,0.0384615,0.115385,0.153846,0.153846,0.192308,0.230769,0.115385,0.0384615,0.0769231,0.153846,0.0769231,0.0769231,0.0769231,0.269231,0.0384615,0.153846,0.0384615,0.0384615,0.0769231,0.115385,0,0.153846,0.192308,0.0384615,0.384615,0.192308,0.423077,0.192308,0.153846,0.192308,0,0.0769231,0.115385,1.03846,1.07692,0.0769231,0.384615,0.230769,0.153846,0.0769231,0.576923,0.0769231,0.730769,0.0769231,0.269231,0.230769,0.0384615,0.192308,0.230769,0.230769,0.153846,0.230769,0.0384615,0.230769,0.0769231,0.807692,0.0384615,
0.148148,0.111111,0.0740741,0.0740741,0.111111,0,0.037037,0,0.333333,0.222222,0.185185,0.259259,0.333333,0.740741,0.037037,1.03704,0.222222,0.518519,0.037037,0.148148,0.148148,0.148148,0.185185,0.222222,0.185185,0.0740741,0.0740741,0.148148,0.0740741,0.0740741,0.0740741,0.296296,0.037037,0.185185,0.037037,0.0740741,0.0740741,0.111111,0,0.185185,0.185185,0.037037,0.407407,0.185185,0.407407,0.185185,0.148148,0.185185,0,0.0740741,0.111111,1,1.18519,0.0740741,0.407407,0.222222,0.148148,0.0740741,0.555556,0.111111,0.777778,0.111111,0.37037,0.259259,0.0740741,0.296296,0.222222,0.259259,0.148148,0.222222,0.037037,0.259259,0.111111,0.777778,0.0740741,
0.214286,0.107143,0.0714286,0.0714286,0.107143,0,0.0357143,0,0.321429,0.214286,0.178571,0.25,0.321429,0.75,0.0357143,1,0.214286,0.535714,0.0357143,0.178571,0.142857,0.142857,0.178571,0.214286,0.178571,0.107143,0.0714286,0.142857,0.0714286,0.0714286,0.0714286,0.321429,0.0357143,0.285714,0.0357143,0.0714286,0.0714286,0.107143,0,0.214286,0.178571,0.0357143,0.464286,0.178571,0.392857,0.178571,0.142857,0.178571,0.0357143,0.0714286,0.107143,0.964286,1.17857,0.0714286,0.392857,0.214286,0.142857,0.0714286,0.535714,0.142857,0.75,0.142857,0.357143,0.285714,0.107143,0.321429,0.214286,0.25,0.142857,0.214286,0.0714286,0.25,0.107143,0.75,0.0714286,
0.206897,0.103448,0.0689655,0.0689655,0.103448,0,0.0344828,0,0.310345,0.206897,0.172414,0.241379,0.37931,0.758621,0.0689655,1,0.206897,0.517241,0.0344828,0.206897,0.137931,0.137931,0.172414,0.206897,0.172414,0.172414,0.0689655,0.137931,0.0689655,0.0689655,0.0689655,0.344828,0.0689655,0.310345,0.0344828,0.0689655,0.0689655,0.103448,0,0.206897,0.172414,0.0344828,0.551724,0.172414,0.37931,0.172414,0.137931,0.172414,0.0344828,0.0689655,0.103448,0.931034,1.13793,0.0689655,0.37931,0.206897,0.137931,0.0689655,0.517241,0.172414,0.724138,0.172414,0.344828,0.344828,0.206897,0.37931,0.206897,0.241379,0.137931,0.206897,0.0689655,0.275862,0.103448,0.724138,0.0689655,
0.2,0.1,0.0666667,0.0666667,0.1,0,0.0333333,0,0.3,0.2,0.166667,0.233333,0.4,0.733333,0.0666667,1,0.233333,0.5,0.0333333,0.233333,0.133333,0.133333,0.166667,0.2,0.2,0.166667,0.0666667,0.133333,0.0666667,0.0666667,0.0666667,0.333333,0.0666667,0.3,0.0333333,0.0666667,0.0666667,0.1,0,0.266667,0.166667,0.0333333,0.6,0.166667,0.366667,0.166667,0.133333,0.166667,0.0333333,0.0666667,0.1,0.9,1.1,0.0666667,0.366667,0.2,0.133333,0.0666667,0.5,0.166667,0.7,0.266667,0.333333,0.333333,0.233333,0.4,0.2,0.266667,0.133333,0.2,0.0666667,0.266667,0.1,0.7,0.1,
0.290323,0.0967742,0.0645161,0.0967742,0.0967742,0,0.0322581,0,0.290323,0.193548,0.16129,0.225806,0.451613,0.741935,0.0645161,0.967742,0.225806,0.516129,0.0322581,0.290323,0.129032,0.129032,0.16129,0.193548,0.258065,0.16129,0.0645161,0.129032,0.0645161,0.0645161,0.0645161,0.322581,0.0645161,0.322581,0.0322581,0.0645161,0.0645161,0.0967742,0,0.322581,0.193548,0.0322581,0.645161,0.16129,0.387097,0.16129,0.129032,0.16129,0.0322581,0.0645161,0.0967742,0.870968,1.06452,0.0645161,0.387097,0.193548,0.129032,0.0645161,0.483871,0.225806,0.677419,0.290323,0.322581,0.322581,0.258065,0.419355,0.193548,0.258065,0.129032,0.193548,0.0645161,0.290323,0.0967742,0.677419,0.0967742,
0.28125,0.09375,0.0625,0.125,0.09375,0,0.03125,0,0.28125,0.21875,0.15625,0.21875,0.4375,0.75,0.09375,0.96875,0.21875,0.53125,0.03125,0.28125,0.125,0.125,0.15625,0.1875,0.25,0.15625,0.0625,0.125,0.0625,0.0625,0.0625,0.3125,0.0625,0.375,0.03125,0.0625,0.0625,0.09375,0,0.34375,0.21875,0.03125,0.6875,0.15625,0.40625,0.15625,0.125,0.1875,0.09375,0.0625,0.09375,0.84375,1.0625,0.0625,0.40625,0.1875,0.125,0.0625,0.46875,0.21875,0.65625,0.28125,0.3125,0.3125,0.28125,0.5,0.1875,0.25,0.125,0.1875,0.0625,0.3125,0.09375,0.65625,0.125,
0.272727,0.0909091,0.0606061,0.181818,0.121212,0,0.030303,0,0.272727,0.212121,0.151515,0.212121,0.454545,0.727273,0.121212,0.969697,0.212121,0.545455,0.030303,0.333333,0.121212,0.121212,0.151515,0.181818,0.242424,0.212121,0.0606061,0.121212,0.0606061,0.0606061,0.0606061,0.30303,0.0606061,0.363636,0.030303,0.0606061,0.0606061,0.0909091,0,0.333333,0.272727,0.030303,0.727273,0.151515,0.393939,0.151515,0.121212,0.181818,0.0909091,0.0606061,0.0909091,0.818182,1.0303,0.0606061,0.424242,0.181818,0.121212,0.0606061,0.454545,0.212121,0.636364,0.272727,0.30303,0.30303,0.272727,0.515152,0.181818,0.242424,0.121212,0.181818,0.0606061,0.30303,0.0909091,0.636364,0.151515,
0.264706,0.0882353,0.0588235,0.205882,0.147059,0,0.0294118,0,0.264706,0.205882,0.147059,0.205882,0.441176,0.735294,0.117647,0.970588,0.205882,0.588235,0.0294118,0.352941,0.117647,0.117647,0.147059,0.176471,0.235294,0.205882,0.0588235,0.117647,0.0588235,0.0588235,0.0588235,0.294118,0.0588235,0.352941,0.0294118,0.0588235,0.0588235,0.0882353,0,0.323529,0.264706,0.0294118,0.735294,0.147059,0.382353,0.147059,0.117647,0.176471,0.0882353,0.0588235,0.0882353,0.794118,1,0.0588235,0.411765,0.176471,0.117647,0.0588235,0.441176,0.205882,0.617647,0.264706,0.294118,0.294118,0.294118,0.5,0.176471,0.235294,0.117647,0.176471,0.0588235,0.294118,0.0882353,0.617647,0.176471,
0.257143,0.0857143,0.0571429,0.228571,0.142857,0,0.0285714,0,0.257143,0.2,0.142857,0.2,0.428571,0.742857,0.142857,0.971429,0.2,0.628571,0.0285714,0.371429,0.114286,0.114286,0.142857,0.171429,0.228571,0.2,0.0571429,0.114286,0.0571429,0.0571429,0.0571429,0.285714,0.0571429,0.428571,0.0285714,0.0571429,0.0571429,0.0857143,0,0.314286,0.257143,0.0285714,0.714286,0.142857,0.371429,0.142857,0.114286,0.171429,0.0857143,0.0571429,0.0857143,0.771429,0.971429,0.0571429,0.428571,0.171429,0.114286,0.0571429,0.428571,0.2,0.6,0.257143,0.285714,0.285714,0.285714,0.485714,0.171429,0.228571,0.114286,0.171429,0.0571429,0.285714,0.0857143,0.6,0.2,
