generations ; different number of genome ; average fitness ; variance Fitness ; first quartile Fitness ; median fitness ; third quartile fitness, average match ; variance match ;first quartile match ; median Match ; third quartile match ; agent alive; average genome's age; variance genome's age; first quartile genome's age; median genome's age ; third quartile genome's age ; yougest genome ;oldest genome 
29 ; 30;0.164691;0.0166033;0.0740741;0.12963;0.240741;1.48741;0.22365;1.11111;1.42593;1.81481;12;1;0;1;1;1;1;1
30 ; 39;0.162424;0.0160029;0.0727273;0.127273;0.218182;1.46933;0.220418;1.09091;1.4;1.78182;29;7.57333;147.418;1;1;1;1;30
31 ; 37;0.161905;0.0152749;0.0714286;0.125;0.214286;1.45238;0.215113;1.08929;1.39286;1.75;19;12.6533;203.746;1;1;30;1;31
32 ; 40;0.162339;0.0152998;0.0877193;0.122807;0.22807;1.43673;0.209415;1.07018;1.36842;1.73684;21;17.6133;217.224;1;30;30;1;32
33 ; 39;0.161149;0.0146452;0.0862069;0.12069;0.224138;1.42299;0.203419;1.05172;1.37931;1.7069;20;19.8533;212.498;1;30;32;1;33
34 ; 36;0.160226;0.0141208;0.0847458;0.118644;0.20339;1.41243;0.199608;1.05085;1.38983;1.69492;21;21.2;205.227;1;30;32;1;34
35 ; 40;0.158;0.0137286;0.0833333;0.116667;0.216667;1.39933;0.196507;1.03333;1.36667;1.7;21;23.0133;203.64;1;30;33;1;35
36 ; 40;0.158033;0.0132125;0.0819672;0.114754;0.213115;1.38754;0.195328;1.04918;1.34426;1.68852;20;23.4533;212.648;1;31;34;1;36
37 ; 37;0.156129;0.0128419;0.0806452;0.129032;0.209677;1.37613;0.192863;1.03226;1.32258;1.70968;18;24.4267;217.258;1;32;35;1;37
38 ; 36;0.154497;0.0122774;0.0793651;0.126984;0.206349;1.36212;0.18823;1.01587;1.30159;1.68254;14;26.76;198.822;30;34;36;1;38
39 ; 35;0.152708;0.0119113;0.078125;0.125;0.21875;1.34729;0.184945;1;1.28125;1.67188;10;26.4933;209.637;1;34;36;1;39
40 ; 34;0.150769;0.0114746;0.0769231;0.107692;0.2;1.33272;0.181717;0.984615;1.26154;1.64615;6;27.1467;205.778;30;34;36;1;39
41 ; 45;0.148889;0.011095;0.0757576;0.121212;0.19697;1.31677;0.175912;0.969697;1.24242;1.62121;19;28.7733;218.682;30;35;38;1;41
42 ; 37;0.149453;0.0107017;0.0895522;0.119403;0.208955;1.30547;0.171473;0.955224;1.22388;1.59701;16;31.8667;211.262;32;37;41;1;42
43 ; 38;0.150392;0.0105915;0.0882353;0.117647;0.205882;1.29471;0.168186;0.941176;1.20588;1.57353;17;35.5467;152.034;36;41;42;1;43
44 ; 37;0.148792;0.0102966;0.0869565;0.115942;0.202899;1.28367;0.163227;0.942029;1.2029;1.56522;10;35.9867;155.88;36;41;42;1;44
45 ; 41;0.147048;0.0100069;0.0857143;0.114286;0.2;1.26857;0.158574;0.928571;1.18571;1.54286;9;38.7733;108.735;41;42;43;1;45
46 ; 41;0.145728;0.00970968;0.084507;0.112676;0.197183;1.25408;0.154649;0.915493;1.16901;1.53521;8;40.3867;95.9172;41;43;45;1;46
47 ; 42;0.143704;0.00944184;0.0833333;0.111111;0.194444;1.23889;0.151193;0.944444;1.19444;1.51389;6;41.1867;99.7252;41;44;46;1;47
48 ; 44;0.142283;0.00918693;0.0821918;0.109589;0.191781;1.22447;0.14845;0.90411;1.13699;1.49315;9;44.5067;8.83662;43;45;47;36;48
49 ; 47;0.141261;0.00889843;0.0810811;0.108108;0.189189;1.21117;0.145273;0.891892;1.12162;1.47297;11;45.3867;8.77049;44;46;48;36;49
50 ; 47;0.140444;0.00874351;0.08;0.106667;0.186667;1.19876;0.142346;0.88;1.12;1.45333;10;46.28;7.50827;45;47;48;36;50
51 ; 43;0.139123;0.00855112;0.0789474;0.105263;0.184211;1.18667;0.139772;0.894737;1.14474;1.44737;4;46.52;7.95627;45;47;49;36;51
52 ; 48;0.137662;0.00830719;0.0779221;0.103896;0.181818;1.17368;0.136355;0.87013;1.09091;1.41558;12;47.5733;10.6446;45;48;50;36;52
53 ; 42;0.136239;0.00811647;0.0769231;0.102564;0.179487;1.16291;0.133424;0.884615;1.08974;1.41026;9;49.2267;12.2286;47;50;52;36;53
54 ; 44;0.13519;0.00795667;0.0759494;0.101266;0.177215;1.15173;0.131105;0.873418;1.10127;1.39241;12;50.64;10.8437;48;52;53;36;54
55 ; 46;0.134167;0.00781806;0.075;0.1125;0.175;1.1405;0.126783;0.8625;1.0875;1.375;12;52.08;7.5136;50;53;54;45;55
56 ; 46;0.134156;0.00750021;0.0740741;0.111111;0.17284;1.13021;0.123043;0.851852;1.07407;1.38272;12;53.2133;6.56782;52;54;55;46;56
57 ; 46;0.133333;0.0072827;0.0731707;0.109756;0.170732;1.11902;0.11988;0.841463;1.06098;1.36585;11;54.1733;5.76996;54;55;56;47;57
58 ; 43;0.132209;0.00708752;0.0722892;0.108434;0.168675;1.10892;0.116911;0.831325;1.04819;1.3494;4;55.1467;5.43182;54;56;57;47;58
59 ; 42;0.131111;0.00695954;0.0714286;0.107143;0.166667;1.09762;0.11497;0.833333;1.04762;1.33333;4;55.96;4.89173;55;56;57;47;59
60 ; 43;0.129882;0.00677071;0.0823529;0.105882;0.164706;1.08596;0.112369;0.823529;1.03529;1.32941;5;56.6533;4.57316;55;57;58;49;60
61 ; 45;0.128527;0.0066122;0.0697674;0.104651;0.162791;1.07442;0.109706;0.813953;1.02326;1.30233;7;57.4533;5.39449;56;57;59;49;61
62 ; 43;0.127969;0.00657536;0.0804598;0.103448;0.172414;1.06421;0.10815;0.816092;1.01149;1.29885;6;57.8267;6.72996;56;58;60;49;62
63 ; 46;0.127121;0.00639702;0.0681818;0.102273;0.159091;1.05439;0.106585;0.795455;1;1.28409;10;58.96;9.21173;56;59;61;49;63
64 ; 45;0.126592;0.00625286;0.0786517;0.101124;0.157303;1.04539;0.104261;0.786517;0.988764;1.26966;11;60.3333;9.98222;58;61;63;49;64
65 ; 46;0.125481;0.00621489;0.0777778;0.1;0.155556;1.03704;0.102329;0.777778;0.977778;1.25556;12;61.6133;8.74382;60;63;64;54;65
66 ; 46;0.125128;0.00641434;0.0769231;0.0989011;0.153846;1.02989;0.099848;0.78022;0.967033;1.24176;11;63.04;7.77173;61;64;65;54;66
67 ; 44;0.124058;0.00624793;0.076087;0.108696;0.163043;1.0229;0.0978657;0.782609;0.956522;1.22826;15;64.0533;6.79716;63;65;66;54;67
68 ; 47;0.123871;0.00611819;0.0752688;0.107527;0.16129;1.01864;0.0961725;0.774194;0.946237;1.22581;21;65.28;4.94827;64;65;67;59;68
69 ; 39;0.12383;0.00608613;0.0744681;0.106383;0.159574;1.01433;0.0947985;0.776596;0.946809;1.23404;13;66.3067;4.55929;65;67;68;60;69
70 ; 41;0.122807;0.00604346;0.0736842;0.105263;0.157895;1.00856;0.0939396;0.768421;0.936842;1.22105;12;66.6267;5.06062;65;67;68;60;70
71 ; 41;0.122083;0.00588414;0.0729167;0.104167;0.15625;1.00222;0.0939129;0.760417;0.9375;1.20833;11;67.2933;5.30062;66;68;68;61;71
72 ; 39;0.121787;0.00572981;0.0721649;0.103093;0.164948;0.994639;0.0921256;0.752577;0.927835;1.19588;6;67.96;5.3984;67;68;70;61;72
73 ; 40;0.121361;0.00566035;0.0714286;0.102041;0.163265;0.986395;0.0904271;0.755102;0.918367;1.18367;6;68.2933;6.71396;67;68;71;61;73
74 ; 44;0.120539;0.00554864;0.0707071;0.10101;0.151515;0.977643;0.0884489;0.737374;0.909091;1.17172;7;69.0933;9.57796;67;68;72;61;74
75 ; 49;0.1196;0.00540117;0.07;0.1;0.15;0.969733;0.0867973;0.73;0.91;1.16;9;70.3867;12.5572;67;71;74;61;75
76 ; 48;0.119604;0.00536617;0.0693069;0.0990099;0.158416;0.962904;0.0851056;0.722772;0.90099;1.14851;10;72.0133;12.3065;68;74;75;65;76
77 ; 45;0.119346;0.00546552;0.0686275;0.0980392;0.156863;0.956209;0.0835072;0.72549;0.892157;1.17647;8;73.1333;12.1689;71;75;76;65;77
78 ; 42;0.118706;0.0053579;0.0679612;0.106796;0.15534;0.949515;0.0814956;0.718447;0.883495;1.14563;8;74.04;11.5051;72;75;76;65;78
79 ; 47;0.117692;0.00524122;0.0673077;0.105769;0.153846;0.941923;0.0800455;0.711538;0.875;1.13462;14;75.32;10.8843;74;76;78;65;79
80 ; 48;0.117206;0.00511074;0.0666667;0.104762;0.152381;0.935365;0.0786897;0.714286;0.866667;1.12381;8;76.4533;8.19449;75;77;79;67;80
81 ; 47;0.117107;0.00524764;0.0660377;0.103774;0.150943;0.930566;0.077379;0.707547;0.867925;1.11321;11;77.4;7.86667;76;78;79;67;81
82 ; 48;0.116511;0.00515756;0.0654206;0.102804;0.149533;0.925358;0.0768055;0.700935;0.859813;1.1028;14;78.28;7.8816;76;79;80;67;82
83 ; 45;0.116049;0.0052111;0.0648148;0.101852;0.148148;0.92037;0.0756653;0.694444;0.851852;1.09259;11;79.0667;9.26222;77;79;82;67;83
84 ; 42;0.116208;0.00512041;0.0642202;0.100917;0.146789;0.91474;0.0743052;0.688073;0.844037;1.08257;10;79.96;7.29173;77;80;82;74;84
85 ; 44;0.115636;0.00503264;0.0636364;0.1;0.145455;0.908485;0.0732503;0.681818;0.836364;1.09091;10;80.7333;8.59556;78;81;83;75;85
86 ; 46;0.115315;0.00489354;0.0630631;0.0990991;0.144144;0.902102;0.0722827;0.675676;0.828829;1.08108;8;82.04;10.3051;79;83;85;75;86
87 ; 45;0.115;0.0048915;0.0625;0.0982143;0.142857;0.895952;0.0705623;0.669643;0.821429;1.07143;10;83.1333;10.7822;80;84;86;75;87
88 ; 42;0.115398;0.00510286;0.0619469;0.0973451;0.141593;0.889912;0.0691137;0.663717;0.823009;1.06195;6;84.2667;9.71556;82;85;87;77;88
89 ; 44;0.11462;0.00500325;0.0701754;0.0964912;0.140351;0.883626;0.0677159;0.666667;0.842105;1.07895;6;85.1333;10.2489;83;86;87;77;89
90 ; 45;0.113739;0.00492957;0.0608696;0.0956522;0.13913;0.877101;0.0664445;0.652174;0.808696;1.04348;13;86.9867;4.70649;86;87;89;82;90
91 ; 42;0.113333;0.00481112;0.0689655;0.0948276;0.137931;0.872529;0.0656189;0.655172;0.801724;1.0431;7;87.8933;4.94862;86;88;90;82;91
92 ; 46;0.112593;0.00471692;0.0683761;0.0940171;0.136752;0.866667;0.0647235;0.649573;0.811966;1.03419;9;88.2933;5.40729;86;89;90;82;92
93 ; 46;0.111977;0.00460652;0.0677966;0.0932203;0.135593;0.861356;0.0638373;0.644068;0.813559;1.02542;11;89.28;6.49493;87;90;91;82;93
94 ; 47;0.111373;0.0046119;0.0672269;0.092437;0.134454;0.856807;0.0634351;0.638655;0.823529;1.01681;12;90.24;7.2224;88;90;93;84;94
95 ; 45;0.111111;0.00465988;0.0666667;0.0916667;0.133333;0.853444;0.0625576;0.633333;0.825;1.00833;14;91.64;6.33707;90;92;94;86;95
96 ; 50;0.110854;0.0046902;0.0661157;0.0909091;0.140496;0.849256;0.0622177;0.628099;0.818182;1.01653;14;92.6533;6.46649;90;93;95;86;96
97 ; 46;0.11082;0.00457289;0.0655738;0.0901639;0.139344;0.846667;0.0618199;0.622951;0.819672;1.0082;14;93.9333;5.26222;92;94;96;88;97
98 ; 48;0.110894;0.00446055;0.0650407;0.0894309;0.138211;0.843252;0.0606087;0.617886;0.821138;1.02439;17;94.1733;7.95662;92;95;96;88;98
99 ; 48;0.110538;0.00443943;0.0645161;0.0967742;0.137097;0.840645;0.059332;0.629032;0.814516;1.01613;14;95.16;9.84107;93;96;98;89;99
100 ; 47;0.1104;0.00434688;0.064;0.096;0.136;0.83776;0.0584543;0.64;0.808;1.008;10;95.72;11.2683;93;96;98;89;100
